"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Temp, ¡ÆF","Bad Battery","Good Battery","Host Connected","Stopped","End Of File"
138,1/12/22 1:08:25 PM,75.681,75.247,,,,,
139,1/12/22 1:08:55 PM,75.637,75.203,,,,,
140,1/12/22 1:09:25 PM,75.681,75.203,,,,,
141,1/12/22 1:09:55 PM,75.724,75.117,,,,,
142,1/12/22 1:10:25 PM,75.724,75.030,,,,,
143,1/12/22 1:10:55 PM,75.681,74.900,,,,,
144,1/12/22 1:11:25 PM,75.637,74.900,,,,,
145,1/12/22 1:11:55 PM,75.681,74.943,,,,,
146,1/12/22 1:12:25 PM,75.681,74.987,,,,,
147,1/12/22 1:12:55 PM,75.681,75.073,,,,,
148,1/12/22 1:13:25 PM,75.637,75.117,,,,,
149,1/12/22 1:13:55 PM,75.637,75.117,,,,,
150,1/12/22 1:14:25 PM,75.637,75.073,,,,,
151,1/12/22 1:14:55 PM,75.681,75.073,,,,,
152,1/12/22 1:15:25 PM,75.637,75.030,,,,,
153,1/12/22 1:15:55 PM,75.637,75.030,,,,,
154,1/12/22 1:16:25 PM,75.637,75.117,,,,,
155,1/12/22 1:16:55 PM,75.637,75.117,,,,,
156,1/12/22 1:17:25 PM,75.724,75.160,,,,,
157,1/12/22 1:17:55 PM,75.724,75.073,,,,,
158,1/12/22 1:18:25 PM,75.724,75.030,,,,,
159,1/12/22 1:18:55 PM,75.681,74.943,,,,,
160,1/12/22 1:19:25 PM,75.637,74.943,,,,,
161,1/12/22 1:19:55 PM,75.681,75.030,,,,,
162,1/12/22 1:20:25 PM,75.724,75.117,,,,,
163,1/12/22 1:20:55 PM,75.681,75.203,,,,,
164,1/12/22 1:21:25 PM,75.637,75.247,,,,,
165,1/12/22 1:21:55 PM,75.681,75.203,,,,,
166,1/12/22 1:22:25 PM,75.637,75.160,,,,,
167,1/12/22 1:22:55 PM,75.637,75.073,,,,,
168,1/12/22 1:23:25 PM,75.594,75.073,,,,,
169,1/12/22 1:23:55 PM,75.550,75.117,,,,,
170,1/12/22 1:24:25 PM,75.637,75.160,,,,,
171,1/12/22 1:24:55 PM,75.637,75.117,,,,,
172,1/12/22 1:25:25 PM,75.681,75.030,,,,,
173,1/12/22 1:25:55 PM,75.637,74.943,,,,,
174,1/12/22 1:26:25 PM,75.637,74.900,,,,,
175,1/12/22 1:26:55 PM,75.637,74.943,,,,,
176,1/12/22 1:27:25 PM,75.594,75.073,,,,,
177,1/12/22 1:27:55 PM,75.637,75.117,,,,,
178,1/12/22 1:28:25 PM,75.681,75.160,,,,,
179,1/12/22 1:28:55 PM,75.681,75.160,,,,,
180,1/12/22 1:29:25 PM,75.724,75.073,,,,,
181,1/12/22 1:29:55 PM,75.724,75.117,,,,,
182,1/12/22 1:30:25 PM,75.724,75.073,,,,,
183,1/12/22 1:30:55 PM,75.724,75.073,,,,,
184,1/12/22 1:31:25 PM,75.681,75.073,,,,,
185,1/12/22 1:31:55 PM,75.637,75.073,,,,,
186,1/12/22 1:32:25 PM,75.681,75.073,,,,,
187,1/12/22 1:32:55 PM,75.637,74.987,,,,,
188,1/12/22 1:33:25 PM,75.681,75.030,,,,,
189,1/12/22 1:33:55 PM,75.637,75.073,,,,,
190,1/12/22 1:34:25 PM,75.594,75.073,,,,,
191,1/12/22 1:34:55 PM,75.637,75.030,,,,,
192,1/12/22 1:35:25 PM,75.637,74.943,,,,,
193,1/12/22 1:35:55 PM,75.637,74.900,,,,,
194,1/12/22 1:36:25 PM,75.594,74.987,,,,,
195,1/12/22 1:36:55 PM,75.681,74.987,,,,,
196,1/12/22 1:37:25 PM,75.637,74.987,,,,,
197,1/12/22 1:37:55 PM,75.594,75.030,,,,,
198,1/12/22 1:38:25 PM,75.550,75.117,,,,,
199,1/12/22 1:38:55 PM,75.550,75.203,,,,,
200,1/12/22 1:39:25 PM,75.550,75.247,,,,,
201,1/12/22 1:39:55 PM,75.507,75.290,,,,,
202,1/12/22 1:40:25 PM,75.464,75.290,,,,,
203,1/12/22 1:40:55 PM,75.507,75.203,,,,,
204,1/12/22 1:41:25 PM,75.594,75.247,,,,,
205,1/12/22 1:41:55 PM,75.637,75.290,,,,,
206,1/12/22 1:42:25 PM,75.637,75.290,,,,,
207,1/12/22 1:42:55 PM,75.724,75.377,,,,,
208,1/12/22 1:43:25 PM,75.767,75.290,,,,,
209,1/12/22 1:43:55 PM,75.767,75.203,,,,,
210,1/12/22 1:44:25 PM,75.767,75.117,,,,,
211,1/12/22 1:44:55 PM,75.767,75.160,,,,,
212,1/12/22 1:45:25 PM,75.724,75.160,,,,,
213,1/12/22 1:45:55 PM,75.681,75.160,,,,,
214,1/12/22 1:46:25 PM,75.681,75.117,,,,,
215,1/12/22 1:46:55 PM,75.681,75.073,,,,,
216,1/12/22 1:47:25 PM,75.637,75.073,,,,,
217,1/12/22 1:47:55 PM,75.681,75.160,,,,,
218,1/12/22 1:48:25 PM,75.681,75.203,,,,,
219,1/12/22 1:48:55 PM,75.594,75.203,,,,,
220,1/12/22 1:49:25 PM,75.681,75.160,,,,,
221,1/12/22 1:49:55 PM,75.681,75.073,,,,,
222,1/12/22 1:50:25 PM,75.594,75.117,,,,,
223,1/12/22 1:50:55 PM,75.594,75.160,,,,,
224,1/12/22 1:51:25 PM,75.594,75.160,,,,,
225,1/12/22 1:51:55 PM,75.594,75.117,,,,,
226,1/12/22 1:52:25 PM,75.637,75.073,,,,,
227,1/12/22 1:52:55 PM,75.681,75.117,,,,,
228,1/12/22 1:53:25 PM,75.681,75.117,,,,,
229,1/12/22 1:53:55 PM,75.724,75.203,,,,,
230,1/12/22 1:54:25 PM,75.681,75.203,,,,,
231,1/12/22 1:54:55 PM,75.724,75.160,,,,,
232,1/12/22 1:55:25 PM,75.767,75.073,,,,,
233,1/12/22 1:55:55 PM,75.767,75.030,,,,,
234,1/12/22 1:56:25 PM,75.767,75.117,,,,,
235,1/12/22 1:56:55 PM,75.767,75.203,,,,,
236,1/12/22 1:57:25 PM,75.767,75.160,,,,,
237,1/12/22 1:57:55 PM,75.724,75.160,,,,,
238,1/12/22 1:58:25 PM,75.724,75.030,,,,,
239,1/12/22 1:58:55 PM,75.724,74.987,,,,,
240,1/12/22 1:59:25 PM,75.681,74.900,,,,,
241,1/12/22 1:59:55 PM,75.681,74.987,,,,,
242,1/12/22 2:00:25 PM,75.681,75.073,,,,,
243,1/12/22 2:00:55 PM,75.681,75.030,,,,,
244,1/12/22 2:01:25 PM,75.637,74.987,,,,,
245,1/12/22 2:01:55 PM,75.637,74.987,,,,,
246,1/12/22 2:02:25 PM,75.681,75.030,,,,,
247,1/12/22 2:02:55 PM,75.681,75.117,,,,,
248,1/12/22 2:03:25 PM,75.681,75.160,,,,,
249,1/12/22 2:03:55 PM,75.681,75.203,,,,,
250,1/12/22 2:04:25 PM,75.767,75.203,,,,,
251,1/12/22 2:04:55 PM,75.767,75.160,,,,,
252,1/12/22 2:05:25 PM,75.811,75.117,,,,,
253,1/12/22 2:05:55 PM,75.767,75.160,,,,,
254,1/12/22 2:06:25 PM,75.724,75.203,,,,,
255,1/12/22 2:06:55 PM,75.681,75.203,,,,,
256,1/12/22 2:07:25 PM,75.724,75.117,,,,,
257,1/12/22 2:07:55 PM,75.681,75.030,,,,,
258,1/12/22 2:08:25 PM,75.637,75.030,,,,,
259,1/12/22 2:08:55 PM,75.637,75.117,,,,,
260,1/12/22 2:09:25 PM,75.681,75.203,,,,,
261,1/12/22 2:09:55 PM,75.724,75.290,,,,,
262,1/12/22 2:10:25 PM,75.724,75.333,,,,,
263,1/12/22 2:10:55 PM,75.767,75.333,,,,,
264,1/12/22 2:11:25 PM,75.767,75.247,,,,,
265,1/12/22 2:11:55 PM,75.767,75.160,,,,,
266,1/12/22 2:12:25 PM,75.724,75.203,,,,,
267,1/12/22 2:12:55 PM,75.724,75.290,,,,,
268,1/12/22 2:13:25 PM,75.681,75.290,,,,,
269,1/12/22 2:13:55 PM,75.637,75.290,,,,,
270,1/12/22 2:14:25 PM,75.550,75.290,,,,,
271,1/12/22 2:14:55 PM,75.507,75.203,,,,,
272,1/12/22 2:15:25 PM,75.550,75.203,,,,,
273,1/12/22 2:15:55 PM,75.594,75.247,,,,,
274,1/12/22 2:16:25 PM,75.637,75.247,,,,,
275,1/12/22 2:16:55 PM,75.637,75.160,,,,,
276,1/12/22 2:17:25 PM,75.637,75.073,,,,,
277,1/12/22 2:17:55 PM,75.681,75.030,,,,,
278,1/12/22 2:18:25 PM,75.637,74.987,,,,,
279,1/12/22 2:18:55 PM,75.637,74.987,,,,,
280,1/12/22 2:19:25 PM,75.637,75.073,,,,,
281,1/12/22 2:19:55 PM,75.637,75.117,,,,,
282,1/12/22 2:20:25 PM,75.681,75.247,,,,,
283,1/12/22 2:20:55 PM,75.681,75.333,,,,,
284,1/12/22 2:21:25 PM,75.637,75.333,,,,,
285,1/12/22 2:21:55 PM,75.637,75.333,,,,,
286,1/12/22 2:22:25 PM,75.550,75.247,,,,,
287,1/12/22 2:22:55 PM,75.594,75.247,,,,,
288,1/12/22 2:23:25 PM,75.594,75.290,,,,,
289,1/12/22 2:23:55 PM,75.637,75.377,,,,,
290,1/12/22 2:24:25 PM,75.637,75.420,,,,,
291,1/12/22 2:24:55 PM,75.681,75.377,,,,,
292,1/12/22 2:25:25 PM,75.724,75.290,,,,,
293,1/12/22 2:25:55 PM,75.724,75.203,,,,,
294,1/12/22 2:26:25 PM,75.724,75.247,,,,,
295,1/12/22 2:26:55 PM,75.724,75.290,,,,,
296,1/12/22 2:27:25 PM,75.724,75.290,,,,,
297,1/12/22 2:27:55 PM,75.767,75.290,,,,,
298,1/12/22 2:28:25 PM,75.811,75.247,,,,,
299,1/12/22 2:28:55 PM,75.811,75.160,,,,,
300,1/12/22 2:29:25 PM,75.811,75.160,,,,,
301,1/12/22 2:29:55 PM,75.767,75.203,,,,,
302,1/12/22 2:30:25 PM,75.898,75.203,,,,,
303,1/12/22 2:30:55 PM,75.898,75.203,,,,,
304,1/12/22 2:31:25 PM,75.898,75.333,,,,,
305,1/12/22 2:31:55 PM,75.898,75.420,,,,,
306,1/12/22 2:32:25 PM,75.811,75.464,,,,,
307,1/12/22 2:32:55 PM,75.767,75.420,,,,,
308,1/12/22 2:33:25 PM,75.724,75.377,,,,,
309,1/12/22 2:33:55 PM,75.724,75.333,,,,,
310,1/12/22 2:34:25 PM,75.767,75.377,,,,,
311,1/12/22 2:34:55 PM,75.767,75.464,,,,,
312,1/12/22 2:35:25 PM,75.811,75.420,,,,,
313,1/12/22 2:35:55 PM,75.811,75.420,,,,,
314,1/12/22 2:36:25 PM,75.854,75.333,,,,,
315,1/12/22 2:36:55 PM,75.854,75.290,,,,,
316,1/12/22 2:37:25 PM,75.811,75.333,,,,,
317,1/12/22 2:37:55 PM,75.811,75.333,,,,,
318,1/12/22 2:38:25 PM,75.854,75.290,,,,,
319,1/12/22 2:38:55 PM,75.854,75.290,,,,,
320,1/12/22 2:39:25 PM,75.854,75.333,,,,,
321,1/12/22 2:39:55 PM,75.854,75.420,,,,,
322,1/12/22 2:40:25 PM,75.898,75.420,,,,,
323,1/12/22 2:40:55 PM,75.941,75.420,,,,,
324,1/12/22 2:41:25 PM,75.898,75.333,,,,,
325,1/12/22 2:41:55 PM,75.898,75.377,,,,,
326,1/12/22 2:42:25 PM,75.898,75.420,,,,,
327,1/12/22 2:42:55 PM,75.854,75.507,,,,,
328,1/12/22 2:43:25 PM,75.854,75.507,,,,,
329,1/12/22 2:43:55 PM,75.898,75.420,,,,,
330,1/12/22 2:44:25 PM,75.854,75.377,,,,,
331,1/12/22 2:44:55 PM,75.898,75.290,,,,,
332,1/12/22 2:45:25 PM,75.898,75.247,,,,,
333,1/12/22 2:45:55 PM,75.898,75.290,,,,,
334,1/12/22 2:46:25 PM,75.898,75.290,,,,,
335,1/12/22 2:46:55 PM,75.898,75.290,,,,,
336,1/12/22 2:47:25 PM,75.941,75.247,,,,,
337,1/12/22 2:47:55 PM,75.985,75.160,,,,,
338,1/12/22 2:48:25 PM,75.941,75.247,,,,,
339,1/12/22 2:48:55 PM,75.941,75.333,,,,,
340,1/12/22 2:49:25 PM,75.898,75.377,,,,,
341,1/12/22 2:49:55 PM,75.898,75.377,,,,,
342,1/12/22 2:50:25 PM,75.898,75.464,,,,,
343,1/12/22 2:50:55 PM,75.854,75.550,,,,,
344,1/12/22 2:51:25 PM,75.811,75.507,,,,,
345,1/12/22 2:51:55 PM,75.811,75.507,,,,,
346,1/12/22 2:52:25 PM,75.811,75.464,,,,,
347,1/12/22 2:52:55 PM,75.811,75.333,,,,,
348,1/12/22 2:53:25 PM,75.811,75.333,,,,,
349,1/12/22 2:53:55 PM,75.767,75.420,,,,,
350,1/12/22 2:54:25 PM,75.767,75.377,,,,,
351,1/12/22 2:54:55 PM,75.767,75.377,,,,,
352,1/12/22 2:55:25 PM,75.811,75.333,,,,,
353,1/12/22 2:55:55 PM,75.811,75.333,,,,,
354,1/12/22 2:56:25 PM,75.811,75.333,,,,,
355,1/12/22 2:56:55 PM,75.767,75.333,,,,,
356,1/12/22 2:57:25 PM,75.767,75.333,,,,,
357,1/12/22 2:57:55 PM,75.724,75.377,,,,,
358,1/12/22 2:58:25 PM,75.724,75.464,,,,,
359,1/12/22 2:58:55 PM,75.724,75.550,,,,,
360,1/12/22 2:59:25 PM,75.724,75.594,,,,,
361,1/12/22 2:59:55 PM,75.724,75.507,,,,,
362,1/12/22 3:00:25 PM,75.811,75.420,,,,,
363,1/12/22 3:00:55 PM,75.811,75.333,,,,,
364,1/12/22 3:01:25 PM,75.854,75.377,,,,,
365,1/12/22 3:01:55 PM,75.767,75.420,,,,,
366,1/12/22 3:02:25 PM,75.767,75.507,,,,,
367,1/12/22 3:02:55 PM,75.811,75.550,,,,,
368,1/12/22 3:03:25 PM,75.767,75.594,,,,,
369,1/12/22 3:03:55 PM,75.767,75.550,,,,,
370,1/12/22 3:04:25 PM,75.811,75.464,,,,,
371,1/12/22 3:04:55 PM,75.767,75.420,,,,,
372,1/12/22 3:05:25 PM,75.767,75.464,,,,,
373,1/12/22 3:05:55 PM,75.724,75.550,,,,,
374,1/12/22 3:06:25 PM,75.724,75.550,,,,,
375,1/12/22 3:06:55 PM,75.724,75.507,,,,,
376,1/12/22 3:07:25 PM,75.724,75.420,,,,,
377,1/12/22 3:07:55 PM,75.724,75.333,,,,,
378,1/12/22 3:08:25 PM,75.681,75.420,,,,,
379,1/12/22 3:08:55 PM,75.724,75.420,,,,,
380,1/12/22 3:09:25 PM,75.724,75.420,,,,,
381,1/12/22 3:09:55 PM,75.767,75.507,,,,,
382,1/12/22 3:10:25 PM,75.724,75.594,,,,,
383,1/12/22 3:10:55 PM,75.767,75.681,,,,,
384,1/12/22 3:11:25 PM,75.724,75.681,,,,,
385,1/12/22 3:11:55 PM,75.724,75.637,,,,,
386,1/12/22 3:12:25 PM,75.724,75.594,,,,,
387,1/12/22 3:12:55 PM,75.637,75.550,,,,,
388,1/12/22 3:13:25 PM,75.637,75.550,,,,,
389,1/12/22 3:13:55 PM,75.637,75.594,,,,,
390,1/12/22 3:14:25 PM,75.681,75.681,,,,,
391,1/12/22 3:14:55 PM,75.637,75.637,,,,,
392,1/12/22 3:15:25 PM,75.637,75.550,,,,,
393,1/12/22 3:15:55 PM,75.637,75.507,,,,,
394,1/12/22 3:16:25 PM,75.637,75.594,,,,,
395,1/12/22 3:16:55 PM,75.594,75.594,,,,,
396,1/12/22 3:17:25 PM,75.637,75.637,,,,,
397,1/12/22 3:17:55 PM,75.637,75.550,,,,,
398,1/12/22 3:18:25 PM,75.681,75.637,,,,,
399,1/12/22 3:18:55 PM,75.724,75.637,,,,,
400,1/12/22 3:19:25 PM,75.681,75.637,,,,,
401,1/12/22 3:19:55 PM,75.767,75.550,,,,,
402,1/12/22 3:20:25 PM,75.767,75.550,,,,,
403,1/12/22 3:20:55 PM,75.811,75.507,,,,,
404,1/12/22 3:21:25 PM,75.811,75.507,,,,,
405,1/12/22 3:21:55 PM,75.767,75.464,,,,,
406,1/12/22 3:22:25 PM,75.854,75.377,,,,,
407,1/12/22 3:22:55 PM,75.854,75.333,,,,,
408,1/12/22 3:23:25 PM,75.854,75.333,,,,,
409,1/12/22 3:23:55 PM,75.854,75.420,,,,,
410,1/12/22 3:24:25 PM,75.767,75.420,,,,,
411,1/12/22 3:24:55 PM,75.724,75.464,,,,,
412,1/12/22 3:25:25 PM,75.767,75.420,,,,,
413,1/12/22 3:25:55 PM,75.811,75.377,,,,,
414,1/12/22 3:26:25 PM,75.811,75.333,,,,,
415,1/12/22 3:26:55 PM,75.811,75.333,,,,,
416,1/12/22 3:27:25 PM,75.811,75.333,,,,,
417,1/12/22 3:27:55 PM,75.811,75.333,,,,,
418,1/12/22 3:28:25 PM,75.724,75.333,,,,,
419,1/12/22 3:28:55 PM,75.767,75.420,,,,,
420,1/12/22 3:29:25 PM,75.724,75.420,,,,,
421,1/12/22 3:29:55 PM,75.724,75.377,,,,,
422,1/12/22 3:30:25 PM,75.724,75.420,,,,,
423,1/12/22 3:30:55 PM,75.811,75.550,,,,,
424,1/12/22 3:31:25 PM,75.811,75.550,,,,,
425,1/12/22 3:31:55 PM,75.767,75.507,,,,,
426,1/12/22 3:32:25 PM,75.637,75.464,,,,,
427,1/12/22 3:32:55 PM,75.594,75.377,,,,,
428,1/12/22 3:33:25 PM,75.637,75.420,,,,,
429,1/12/22 3:33:55 PM,75.637,75.464,,,,,
430,1/12/22 3:34:25 PM,75.594,75.464,,,,,
431,1/12/22 3:34:55 PM,75.594,75.420,,,,,
432,1/12/22 3:35:25 PM,75.681,75.507,,,,,
433,1/12/22 3:35:55 PM,75.637,75.550,,,,,
434,1/12/22 3:36:25 PM,75.637,75.550,,,,,
435,1/12/22 3:36:55 PM,75.637,75.464,,,,,
436,1/12/22 3:37:25 PM,75.637,75.333,,,,,
437,1/12/22 3:37:55 PM,75.681,75.247,,,,,
438,1/12/22 3:38:25 PM,75.681,75.203,,,,,
439,1/12/22 3:38:55 PM,75.681,75.247,,,,,
440,1/12/22 3:39:25 PM,75.681,75.333,,,,,
441,1/12/22 3:39:55 PM,75.724,75.333,,,,,
442,1/12/22 3:40:25 PM,75.637,75.377,,,,,
443,1/12/22 3:40:55 PM,75.637,75.333,,,,,
444,1/12/22 3:41:25 PM,75.681,75.464,,,,,
445,1/12/22 3:41:55 PM,75.637,75.507,,,,,
446,1/12/22 3:42:25 PM,75.594,75.507,,,,,
447,1/12/22 3:42:55 PM,75.637,75.507,,,,,
448,1/12/22 3:43:25 PM,75.637,75.377,,,,,
449,1/12/22 3:43:55 PM,75.637,75.290,,,,,
450,1/12/22 3:44:25 PM,75.681,75.290,,,,,
451,1/12/22 3:44:55 PM,75.681,75.203,,,,,
452,1/12/22 3:45:25 PM,75.681,75.290,,,,,
453,1/12/22 3:45:55 PM,75.724,75.290,,,,,
454,1/12/22 3:46:25 PM,75.724,75.333,,,,,
455,1/12/22 3:46:55 PM,75.724,75.333,,,,,
456,1/12/22 3:47:25 PM,75.724,75.333,,,,,
457,1/12/22 3:47:55 PM,75.724,75.247,,,,,
458,1/12/22 3:48:25 PM,75.767,75.247,,,,,
459,1/12/22 3:48:55 PM,75.767,75.290,,,,,
460,1/12/22 3:49:25 PM,75.811,75.333,,,,,
461,1/12/22 3:49:55 PM,75.767,75.247,,,,,
