"Plot Title: Experiment "
"#","Time, GMT-07:00","Temp, ¡ÆF","Button Down","Button Up","Host Connected","Stopped","End Of File"
437,4/17/22 9:47:55 PM,60.647,,,,,
438,4/17/22 9:48:25 PM,60.604,,,,,
439,4/17/22 9:48:55 PM,60.432,,,,,
440,4/17/22 9:49:25 PM,60.389,,,,,
441,4/17/22 9:49:55 PM,60.389,,,,,
442,4/17/22 9:50:25 PM,60.389,,,,,
443,4/17/22 9:50:55 PM,60.303,,,,,
444,4/17/22 9:51:25 PM,60.260,,,,,
445,4/17/22 9:51:55 PM,60.217,,,,,
446,4/17/22 9:52:25 PM,60.260,,,,,
447,4/17/22 9:52:55 PM,60.303,,,,,
448,4/17/22 9:53:25 PM,60.217,,,,,
449,4/17/22 9:53:55 PM,60.217,,,,,
450,4/17/22 9:54:25 PM,60.174,,,,,
451,4/17/22 9:54:55 PM,60.260,,,,,
452,4/17/22 9:55:25 PM,60.346,,,,,
453,4/17/22 9:55:55 PM,60.389,,,,,
454,4/17/22 9:56:25 PM,60.432,,,,,
455,4/17/22 9:56:55 PM,60.604,,,,,
456,4/17/22 9:57:25 PM,60.690,,,,,
457,4/17/22 9:57:55 PM,60.775,,,,,
458,4/17/22 9:58:25 PM,60.775,,,,,
459,4/17/22 9:58:55 PM,60.733,,,,,
460,4/17/22 9:59:25 PM,60.733,,,,,
461,4/17/22 9:59:55 PM,60.647,,,,,
462,4/17/22 10:00:25 PM,60.647,,,,,
463,4/17/22 10:00:55 PM,60.647,,,,,
464,4/17/22 10:01:25 PM,60.690,,,,,
465,4/17/22 10:01:55 PM,60.647,,,,,
466,4/17/22 10:02:25 PM,60.604,,,,,
467,4/17/22 10:02:55 PM,60.647,,,,,
468,4/17/22 10:03:25 PM,60.690,,,,,
469,4/17/22 10:03:55 PM,60.690,,,,,
470,4/17/22 10:04:25 PM,60.733,,,,,
471,4/17/22 10:04:55 PM,60.818,,,,,
472,4/17/22 10:05:25 PM,60.904,,,,,
473,4/17/22 10:05:55 PM,60.947,,,,,
474,4/17/22 10:06:25 PM,60.990,,,,,
475,4/17/22 10:06:55 PM,60.990,,,,,
476,4/17/22 10:07:25 PM,60.947,,,,,
477,4/17/22 10:07:55 PM,60.947,,,,,
478,4/17/22 10:08:25 PM,60.904,,,,,
479,4/17/22 10:08:55 PM,60.904,,,,,
480,4/17/22 10:09:25 PM,60.861,,,,,
481,4/17/22 10:09:55 PM,60.775,,,,,
482,4/17/22 10:10:25 PM,60.690,,,,,
483,4/17/22 10:10:55 PM,60.604,,,,,
484,4/17/22 10:11:25 PM,60.518,,,,,
485,4/17/22 10:11:55 PM,60.432,,,,,
486,4/17/22 10:12:25 PM,60.389,,,,,
487,4/17/22 10:12:55 PM,60.389,,,,,
488,4/17/22 10:13:25 PM,60.303,,,,,
489,4/17/22 10:13:55 PM,60.260,,,,,
490,4/17/22 10:14:25 PM,60.174,,,,,
491,4/17/22 10:14:55 PM,60.131,,,,,
492,4/17/22 10:15:25 PM,60.131,,,,,
493,4/17/22 10:15:55 PM,60.088,,,,,
494,4/17/22 10:16:25 PM,60.131,,,,,
495,4/17/22 10:16:55 PM,60.217,,,,,
496,4/17/22 10:17:25 PM,60.217,,,,,
497,4/17/22 10:17:55 PM,60.260,,,,,
498,4/17/22 10:18:25 PM,60.174,,,,,
499,4/17/22 10:18:55 PM,60.131,,,,,
500,4/17/22 10:19:25 PM,60.217,,,,,
501,4/17/22 10:19:55 PM,60.131,,,,,
502,4/17/22 10:20:25 PM,60.131,,,,,
503,4/17/22 10:20:55 PM,60.131,,,,,
504,4/17/22 10:21:25 PM,60.131,,,,,
505,4/17/22 10:21:55 PM,60.174,,,,,
506,4/17/22 10:22:25 PM,60.260,,,,,
507,4/17/22 10:22:55 PM,60.260,,,,,
508,4/17/22 10:23:25 PM,60.389,,,,,
509,4/17/22 10:23:55 PM,60.432,,,,,
510,4/17/22 10:24:25 PM,60.475,,,,,
511,4/17/22 10:24:55 PM,60.604,,,,,
512,4/17/22 10:25:25 PM,60.690,,,,,
513,4/17/22 10:25:55 PM,60.775,,,,,
514,4/17/22 10:26:25 PM,60.818,,,,,
515,4/17/22 10:26:55 PM,60.947,,,,,
516,4/17/22 10:27:25 PM,61.076,,,,,
517,4/17/22 10:27:55 PM,61.119,,,,,
518,4/17/22 10:28:25 PM,61.119,,,,,
519,4/17/22 10:28:55 PM,61.119,,,,,
520,4/17/22 10:29:25 PM,61.119,,,,,
521,4/17/22 10:29:55 PM,61.119,,,,,
522,4/17/22 10:30:25 PM,61.076,,,,,
523,4/17/22 10:30:55 PM,60.990,,,,,
524,4/17/22 10:31:25 PM,60.990,,,,,
525,4/17/22 10:31:55 PM,60.990,,,,,
526,4/17/22 10:32:25 PM,60.947,,,,,
527,4/17/22 10:32:55 PM,60.947,,,,,
528,4/17/22 10:33:25 PM,60.947,,,,,
529,4/17/22 10:33:55 PM,60.990,,,,,
530,4/17/22 10:34:25 PM,60.990,,,,,
531,4/17/22 10:34:55 PM,61.033,,,,,
532,4/17/22 10:35:25 PM,60.990,,,,,
533,4/17/22 10:35:55 PM,60.947,,,,,
