"Plot Title: Experiment "
"#","Time, GMT-07:00","Temp, ¡ÆF","Temp, ¡ÆF","Good Battery","Host Connected","End Of File"
50,3/23/22 4:19:38 PM,80.404,80.492,,,
51,3/23/22 4:20:08 PM,80.404,80.492,,,
52,3/23/22 4:20:38 PM,80.448,80.537,,,
53,3/23/22 4:21:08 PM,80.448,80.537,,,
54,3/23/22 4:21:38 PM,80.448,80.537,,,
55,3/23/22 4:22:08 PM,80.448,80.581,,,
56,3/23/22 4:22:38 PM,80.448,80.581,,,
57,3/23/22 4:23:08 PM,80.448,80.581,,,
58,3/23/22 4:23:38 PM,80.448,80.581,,,
59,3/23/22 4:24:08 PM,80.492,80.625,,,
60,3/23/22 4:24:38 PM,80.492,80.625,,,
61,3/23/22 4:25:08 PM,80.537,80.669,,,
62,3/23/22 4:25:38 PM,80.625,80.669,,,
63,3/23/22 4:26:08 PM,80.625,80.669,,,
64,3/23/22 4:26:38 PM,80.625,80.669,,,
65,3/23/22 4:27:08 PM,80.625,80.713,,,
66,3/23/22 4:27:38 PM,80.625,80.713,,,
67,3/23/22 4:28:08 PM,80.669,80.713,,,
68,3/23/22 4:28:38 PM,80.713,80.757,,,
69,3/23/22 4:29:08 PM,80.713,80.757,,,
70,3/23/22 4:29:38 PM,80.713,80.757,,,
71,3/23/22 4:30:08 PM,80.713,80.801,,,
72,3/23/22 4:30:38 PM,80.757,80.801,,,
73,3/23/22 4:31:08 PM,80.757,80.846,,,
74,3/23/22 4:31:38 PM,80.801,80.846,,,
75,3/23/22 4:32:08 PM,80.801,80.846,,,
76,3/23/22 4:32:38 PM,80.801,80.846,,,
77,3/23/22 4:33:08 PM,80.846,80.846,,,
78,3/23/22 4:33:38 PM,80.846,80.890,,,
79,3/23/22 4:34:08 PM,80.846,80.890,,,
80,3/23/22 4:34:38 PM,80.890,80.890,,,
81,3/23/22 4:35:08 PM,80.890,80.934,,,
82,3/23/22 4:35:38 PM,80.890,80.934,,,
83,3/23/22 4:36:08 PM,80.890,80.934,,,
84,3/23/22 4:36:38 PM,80.934,80.978,,,
85,3/23/22 4:37:08 PM,80.978,80.978,,,
86,3/23/22 4:37:38 PM,81.022,81.022,,,
87,3/23/22 4:38:08 PM,81.022,81.022,,,
88,3/23/22 4:38:38 PM,81.022,81.022,,,
89,3/23/22 4:39:08 PM,81.022,81.022,,,
90,3/23/22 4:39:38 PM,81.022,81.067,,,
91,3/23/22 4:40:08 PM,81.067,81.067,,,
92,3/23/22 4:40:38 PM,81.067,81.067,,,
93,3/23/22 4:41:08 PM,81.067,81.111,,,
94,3/23/22 4:41:38 PM,81.067,81.067,,,
95,3/23/22 4:42:08 PM,81.067,81.111,,,
96,3/23/22 4:42:38 PM,81.067,81.111,,,
97,3/23/22 4:43:08 PM,81.067,81.155,,,
98,3/23/22 4:43:38 PM,81.111,81.155,,,
99,3/23/22 4:44:08 PM,81.111,81.155,,,
100,3/23/22 4:44:38 PM,81.111,81.155,,,
101,3/23/22 4:45:08 PM,81.111,81.155,,,
102,3/23/22 4:45:38 PM,81.155,81.155,,,
103,3/23/22 4:46:08 PM,81.155,81.199,,,
104,3/23/22 4:46:38 PM,81.155,81.244,,,
105,3/23/22 4:47:08 PM,81.199,81.244,,,
106,3/23/22 4:47:38 PM,81.199,81.244,,,
107,3/23/22 4:48:08 PM,81.199,81.244,,,
108,3/23/22 4:48:38 PM,81.244,81.244,,,
109,3/23/22 4:49:08 PM,81.244,81.288,,,
110,3/23/22 4:49:38 PM,81.288,81.288,,,
111,3/23/22 4:50:08 PM,81.288,81.288,,,
112,3/23/22 4:50:38 PM,81.288,81.288,,,
113,3/23/22 4:51:08 PM,81.288,81.332,,,
114,3/23/22 4:51:38 PM,81.288,81.332,,,
115,3/23/22 4:52:08 PM,81.288,81.332,,,
116,3/23/22 4:52:38 PM,81.332,81.376,,,
117,3/23/22 4:53:08 PM,81.376,81.376,,,
118,3/23/22 4:53:38 PM,81.376,81.376,,,
119,3/23/22 4:54:08 PM,81.376,81.376,,,
120,3/23/22 4:54:38 PM,81.465,81.421,,,
121,3/23/22 4:55:08 PM,81.465,81.421,,,
122,3/23/22 4:55:38 PM,81.465,81.465,,,
123,3/23/22 4:56:08 PM,81.465,81.465,,,
124,3/23/22 4:56:38 PM,81.465,81.465,,,
125,3/23/22 4:57:08 PM,81.465,81.465,,,
126,3/23/22 4:57:38 PM,81.465,81.509,,,
127,3/23/22 4:58:08 PM,81.465,81.509,,,
128,3/23/22 4:58:38 PM,81.509,81.509,,,
129,3/23/22 4:59:08 PM,81.465,81.554,,,
130,3/23/22 4:59:38 PM,81.465,81.509,,,
131,3/23/22 5:00:08 PM,81.465,81.509,,,
132,3/23/22 5:00:38 PM,81.509,81.509,,,
133,3/23/22 5:01:08 PM,81.509,81.598,,,
134,3/23/22 5:01:38 PM,81.554,81.554,,,
135,3/23/22 5:02:08 PM,81.554,81.598,,,
136,3/23/22 5:02:38 PM,81.554,81.598,,,
137,3/23/22 5:03:08 PM,81.554,81.598,,,
138,3/23/22 5:03:38 PM,81.554,81.598,,,
139,3/23/22 5:04:08 PM,81.598,81.598,,,
140,3/23/22 5:04:38 PM,81.598,81.642,,,
141,3/23/22 5:05:08 PM,81.642,81.642,,,
142,3/23/22 5:05:38 PM,81.642,81.642,,,
143,3/23/22 5:06:08 PM,81.642,81.686,,,
144,3/23/22 5:06:38 PM,81.642,81.686,,,
145,3/23/22 5:07:08 PM,81.686,81.686,,,
146,3/23/22 5:07:38 PM,81.686,81.731,,,
147,3/23/22 5:08:08 PM,81.686,81.731,,,
148,3/23/22 5:08:38 PM,81.642,81.731,,,
149,3/23/22 5:09:08 PM,81.642,81.686,,,
150,3/23/22 5:09:38 PM,81.686,81.731,,,
151,3/23/22 5:10:08 PM,81.686,81.731,,,
152,3/23/22 5:10:38 PM,81.686,81.731,,,
153,3/23/22 5:11:08 PM,81.686,81.731,,,
154,3/23/22 5:11:38 PM,81.686,81.731,,,
155,3/23/22 5:12:08 PM,81.686,81.731,,,
156,3/23/22 5:12:38 PM,81.731,81.731,,,
157,3/23/22 5:13:08 PM,81.731,81.775,,,
158,3/23/22 5:13:38 PM,81.775,81.775,,,
159,3/23/22 5:14:08 PM,81.819,81.819,,,
160,3/23/22 5:14:38 PM,81.775,81.819,,,
161,3/23/22 5:15:08 PM,81.775,81.819,,,
162,3/23/22 5:15:38 PM,81.819,81.819,,,
163,3/23/22 5:16:08 PM,81.819,81.819,,,
164,3/23/22 5:16:38 PM,81.819,81.864,,,
165,3/23/22 5:17:08 PM,81.819,81.908,,,
166,3/23/22 5:17:38 PM,81.864,81.908,,,
167,3/23/22 5:18:08 PM,81.864,81.864,,,
168,3/23/22 5:18:38 PM,81.864,81.908,,,
169,3/23/22 5:19:08 PM,81.908,81.908,,,
170,3/23/22 5:19:38 PM,81.908,81.953,,,
171,3/23/22 5:20:08 PM,81.864,81.953,,,
172,3/23/22 5:20:38 PM,81.864,81.997,,,
173,3/23/22 5:21:08 PM,81.864,81.953,,,
174,3/23/22 5:21:38 PM,81.864,81.953,,,
175,3/23/22 5:22:08 PM,81.908,81.997,,,
176,3/23/22 5:22:38 PM,81.908,81.997,,,
177,3/23/22 5:23:08 PM,81.908,82.041,,,
178,3/23/22 5:23:38 PM,81.864,81.997,,,
179,3/23/22 5:24:08 PM,81.864,82.041,,,
180,3/23/22 5:24:38 PM,81.908,82.041,,,
181,3/23/22 5:25:08 PM,81.953,81.997,,,
182,3/23/22 5:25:38 PM,81.953,82.041,,,
183,3/23/22 5:26:08 PM,81.953,82.041,,,
184,3/23/22 5:26:38 PM,81.953,82.041,,,
185,3/23/22 5:27:08 PM,81.953,81.997,,,
186,3/23/22 5:27:38 PM,81.908,81.997,,,
187,3/23/22 5:28:08 PM,81.953,82.041,,,
188,3/23/22 5:28:38 PM,81.953,82.041,,,
189,3/23/22 5:29:08 PM,81.953,82.041,,,
190,3/23/22 5:29:38 PM,81.953,82.041,,,
191,3/23/22 5:30:08 PM,81.997,82.041,,,
192,3/23/22 5:30:38 PM,82.041,82.086,,,
193,3/23/22 5:31:08 PM,82.041,82.086,,,
194,3/23/22 5:31:38 PM,82.041,82.086,,,
195,3/23/22 5:32:08 PM,82.041,82.086,,,
196,3/23/22 5:32:38 PM,81.997,82.086,,,
197,3/23/22 5:33:08 PM,81.997,82.086,,,
198,3/23/22 5:33:38 PM,81.997,82.086,,,
199,3/23/22 5:34:08 PM,81.997,82.086,,,
200,3/23/22 5:34:38 PM,81.997,82.086,,,
201,3/23/22 5:35:08 PM,82.041,82.086,,,
202,3/23/22 5:35:38 PM,81.997,82.086,,,
203,3/23/22 5:36:08 PM,81.953,82.041,,,
204,3/23/22 5:36:38 PM,81.953,82.041,,,
205,3/23/22 5:37:08 PM,81.908,81.997,,,
206,3/23/22 5:37:38 PM,81.908,81.997,,,
207,3/23/22 5:38:08 PM,81.908,81.953,,,
208,3/23/22 5:38:38 PM,81.953,81.997,,,
209,3/23/22 5:39:08 PM,81.953,81.997,,,
210,3/23/22 5:39:38 PM,81.953,81.997,,,
211,3/23/22 5:40:08 PM,81.997,81.997,,,
212,3/23/22 5:40:38 PM,81.997,82.041,,,
213,3/23/22 5:41:08 PM,81.953,82.041,,,
214,3/23/22 5:41:38 PM,81.997,82.041,,,
215,3/23/22 5:42:08 PM,82.041,82.041,,,
216,3/23/22 5:42:38 PM,82.041,82.086,,,
217,3/23/22 5:43:08 PM,82.041,82.041,,,
218,3/23/22 5:43:38 PM,82.041,82.086,,,
219,3/23/22 5:44:08 PM,82.086,82.086,,,
220,3/23/22 5:44:38 PM,82.086,82.086,,,
221,3/23/22 5:45:08 PM,82.086,82.086,,,
222,3/23/22 5:45:38 PM,82.086,82.086,,,
223,3/23/22 5:46:08 PM,82.086,82.086,,,
224,3/23/22 5:46:38 PM,82.086,82.086,,,
225,3/23/22 5:47:08 PM,82.086,82.130,,,
226,3/23/22 5:47:38 PM,82.130,82.130,,,
227,3/23/22 5:48:08 PM,82.130,82.175,,,
228,3/23/22 5:48:38 PM,82.130,82.130,,,
229,3/23/22 5:49:08 PM,82.086,82.086,,,
230,3/23/22 5:49:38 PM,82.041,82.041,,,
231,3/23/22 5:50:08 PM,82.041,82.041,,,
232,3/23/22 5:50:38 PM,82.041,82.041,,,
233,3/23/22 5:51:08 PM,82.041,82.041,,,
234,3/23/22 5:51:38 PM,82.041,82.041,,,
235,3/23/22 5:52:08 PM,82.041,82.041,,,
236,3/23/22 5:52:38 PM,82.041,82.041,,,
237,3/23/22 5:53:08 PM,82.041,82.041,,,
238,3/23/22 5:53:38 PM,82.041,82.041,,,
239,3/23/22 5:54:08 PM,82.041,82.041,,,
240,3/23/22 5:54:38 PM,81.997,82.041,,,
241,3/23/22 5:55:08 PM,81.997,81.997,,,
242,3/23/22 5:55:38 PM,81.953,81.997,,,
243,3/23/22 5:56:08 PM,81.953,81.997,,,
244,3/23/22 5:56:38 PM,81.953,81.953,,,
245,3/23/22 5:57:08 PM,81.953,81.953,,,
246,3/23/22 5:57:38 PM,81.953,81.997,,,
247,3/23/22 5:58:08 PM,81.953,81.953,,,
248,3/23/22 5:58:38 PM,81.997,81.997,,,
249,3/23/22 5:59:08 PM,81.997,81.953,,,
250,3/23/22 5:59:38 PM,81.997,81.953,,,
251,3/23/22 6:00:08 PM,81.953,81.953,,,
252,3/23/22 6:00:38 PM,81.953,81.953,,,
253,3/23/22 6:01:08 PM,81.953,81.908,,,
254,3/23/22 6:01:38 PM,81.953,81.908,,,
255,3/23/22 6:02:08 PM,81.953,81.908,,,
256,3/23/22 6:02:38 PM,81.953,81.908,,,
257,3/23/22 6:03:08 PM,81.908,81.908,,,
258,3/23/22 6:03:38 PM,81.908,81.908,,,
259,3/23/22 6:04:08 PM,81.953,81.908,,,
260,3/23/22 6:04:38 PM,81.953,81.908,,,
261,3/23/22 6:05:08 PM,81.997,81.953,,,
262,3/23/22 6:05:38 PM,81.997,81.953,,,
263,3/23/22 6:06:08 PM,81.953,81.953,,,
264,3/23/22 6:06:38 PM,81.953,81.908,,,
265,3/23/22 6:07:08 PM,81.953,81.953,,,
266,3/23/22 6:07:38 PM,81.997,81.953,,,
267,3/23/22 6:08:08 PM,81.997,81.953,,,
268,3/23/22 6:08:38 PM,81.953,81.953,,,
269,3/23/22 6:09:08 PM,81.953,81.864,,,
270,3/23/22 6:09:38 PM,81.953,81.864,,,
271,3/23/22 6:10:08 PM,81.908,81.864,,,
272,3/23/22 6:10:38 PM,81.908,81.864,,,
273,3/23/22 6:11:08 PM,81.908,81.864,,,
274,3/23/22 6:11:38 PM,81.864,81.864,,,
275,3/23/22 6:12:08 PM,81.864,81.819,,,
276,3/23/22 6:12:38 PM,81.864,81.819,,,
277,3/23/22 6:13:08 PM,81.864,81.819,,,
278,3/23/22 6:13:38 PM,81.864,81.819,,,
279,3/23/22 6:14:08 PM,81.864,81.819,,,
280,3/23/22 6:14:38 PM,81.864,81.819,,,
281,3/23/22 6:15:08 PM,81.864,81.819,,,
282,3/23/22 6:15:38 PM,81.864,81.864,,,
283,3/23/22 6:16:08 PM,81.908,81.864,,,
284,3/23/22 6:16:38 PM,81.908,81.864,,,
285,3/23/22 6:17:08 PM,81.953,81.908,,,
286,3/23/22 6:17:38 PM,81.953,81.908,,,
287,3/23/22 6:18:08 PM,81.953,81.953,,,
288,3/23/22 6:18:38 PM,81.953,81.864,,,
289,3/23/22 6:19:08 PM,81.953,81.819,,,
290,3/23/22 6:19:38 PM,81.953,81.864,,,
291,3/23/22 6:20:08 PM,81.953,81.864,,,
292,3/23/22 6:20:38 PM,81.953,81.864,,,
293,3/23/22 6:21:08 PM,81.953,81.864,,,
294,3/23/22 6:21:38 PM,81.908,81.819,,,
295,3/23/22 6:22:08 PM,81.864,81.775,,,
296,3/23/22 6:22:38 PM,81.864,81.775,,,
297,3/23/22 6:23:08 PM,81.864,81.775,,,
298,3/23/22 6:23:38 PM,81.864,81.775,,,
299,3/23/22 6:24:08 PM,81.864,81.775,,,
300,3/23/22 6:24:38 PM,81.864,81.775,,,
301,3/23/22 6:25:08 PM,81.864,81.775,,,
302,3/23/22 6:25:38 PM,81.864,81.819,,,
303,3/23/22 6:26:08 PM,81.864,81.819,,,
304,3/23/22 6:26:38 PM,81.819,81.819,,,
305,3/23/22 6:27:08 PM,81.775,81.731,,,
306,3/23/22 6:27:38 PM,81.775,81.731,,,
307,3/23/22 6:28:08 PM,81.775,81.731,,,
308,3/23/22 6:28:38 PM,81.819,81.731,,,
309,3/23/22 6:29:08 PM,81.819,81.775,,,
310,3/23/22 6:29:38 PM,81.864,81.819,,,
311,3/23/22 6:30:08 PM,81.908,81.819,,,
312,3/23/22 6:30:38 PM,81.864,81.819,,,
313,3/23/22 6:31:08 PM,81.864,81.864,,,
314,3/23/22 6:31:38 PM,81.864,81.864,,,
315,3/23/22 6:32:08 PM,81.908,81.864,,,
316,3/23/22 6:32:38 PM,81.953,81.864,,,
317,3/23/22 6:33:08 PM,81.953,81.908,,,
318,3/23/22 6:33:38 PM,81.953,81.864,,,
319,3/23/22 6:34:08 PM,81.908,81.819,,,
320,3/23/22 6:34:38 PM,81.908,81.864,,,
321,3/23/22 6:35:08 PM,81.953,81.864,,,
322,3/23/22 6:35:38 PM,81.953,81.864,,,
323,3/23/22 6:36:08 PM,81.997,81.864,,,
324,3/23/22 6:36:38 PM,81.953,81.908,,,
325,3/23/22 6:37:08 PM,81.997,81.908,,,
326,3/23/22 6:37:38 PM,81.997,81.908,,,
327,3/23/22 6:38:08 PM,81.997,81.908,,,
328,3/23/22 6:38:38 PM,81.997,81.908,,,
329,3/23/22 6:39:08 PM,81.997,81.953,,,
330,3/23/22 6:39:38 PM,81.953,81.953,,,
331,3/23/22 6:40:08 PM,81.953,81.908,,,
332,3/23/22 6:40:38 PM,81.953,81.908,,,
333,3/23/22 6:41:08 PM,81.997,81.908,,,
334,3/23/22 6:41:38 PM,81.997,81.908,,,
335,3/23/22 6:42:08 PM,81.997,81.908,,,
336,3/23/22 6:42:38 PM,81.953,81.864,,,
337,3/23/22 6:43:08 PM,81.864,81.819,,,
338,3/23/22 6:43:38 PM,81.864,81.864,,,
339,3/23/22 6:44:08 PM,81.864,81.819,,,
340,3/23/22 6:44:38 PM,81.864,81.819,,,
341,3/23/22 6:45:08 PM,81.908,81.819,,,
342,3/23/22 6:45:38 PM,81.908,81.819,,,
343,3/23/22 6:46:08 PM,81.908,81.864,,,
344,3/23/22 6:46:38 PM,81.953,81.864,,,
345,3/23/22 6:47:08 PM,81.953,81.864,,,
346,3/23/22 6:47:38 PM,81.953,81.864,,,
347,3/23/22 6:48:08 PM,81.953,81.864,,,
348,3/23/22 6:48:38 PM,81.908,81.864,,,
349,3/23/22 6:49:08 PM,81.953,81.864,,,
350,3/23/22 6:49:38 PM,81.953,81.864,,,
351,3/23/22 6:50:08 PM,81.953,81.864,,,
352,3/23/22 6:50:38 PM,81.953,81.864,,,
353,3/23/22 6:51:08 PM,81.953,81.864,,,
354,3/23/22 6:51:38 PM,81.953,81.864,,,
355,3/23/22 6:52:08 PM,81.953,81.908,,,
356,3/23/22 6:52:38 PM,81.997,81.908,,,
357,3/23/22 6:53:08 PM,81.997,81.908,,,
358,3/23/22 6:53:38 PM,81.997,81.953,,,
359,3/23/22 6:54:08 PM,81.997,81.953,,,
360,3/23/22 6:54:38 PM,81.997,81.953,,,
361,3/23/22 6:55:08 PM,81.997,81.953,,,
362,3/23/22 6:55:38 PM,82.041,81.953,,,
363,3/23/22 6:56:08 PM,82.041,81.997,,,
364,3/23/22 6:56:38 PM,82.041,81.997,,,
365,3/23/22 6:57:08 PM,81.997,81.953,,,
366,3/23/22 6:57:38 PM,81.997,81.953,,,
367,3/23/22 6:58:08 PM,81.997,81.953,,,
368,3/23/22 6:58:38 PM,82.041,81.953,,,
369,3/23/22 6:59:08 PM,82.041,81.953,,,
370,3/23/22 6:59:38 PM,81.997,81.908,,,
371,3/23/22 7:00:08 PM,81.953,81.908,,,
372,3/23/22 7:00:38 PM,81.953,81.864,,,
373,3/23/22 7:01:08 PM,81.997,81.908,,,
374,3/23/22 7:01:38 PM,81.997,81.908,,,
375,3/23/22 7:02:08 PM,81.997,81.908,,,
376,3/23/22 7:02:38 PM,81.953,81.908,,,
377,3/23/22 7:03:08 PM,81.953,81.864,,,
378,3/23/22 7:03:38 PM,81.953,81.864,,,
379,3/23/22 7:04:08 PM,81.953,81.908,,,
380,3/23/22 7:04:38 PM,81.997,81.908,,,
381,3/23/22 7:05:08 PM,81.997,81.908,,,
382,3/23/22 7:05:38 PM,81.997,81.908,,,
383,3/23/22 7:06:08 PM,81.953,81.864,,,
384,3/23/22 7:06:38 PM,81.953,81.864,,,
385,3/23/22 7:07:08 PM,81.953,81.908,,,
386,3/23/22 7:07:38 PM,81.997,81.908,,,
387,3/23/22 7:08:08 PM,81.997,81.908,,,
388,3/23/22 7:08:38 PM,81.997,81.864,,,
389,3/23/22 7:09:08 PM,81.953,81.819,,,
390,3/23/22 7:09:38 PM,81.953,81.819,,,
391,3/23/22 7:10:08 PM,81.953,81.819,,,
392,3/23/22 7:10:38 PM,81.953,81.864,,,
393,3/23/22 7:11:08 PM,81.997,81.864,,,
394,3/23/22 7:11:38 PM,81.997,81.864,,,
395,3/23/22 7:12:08 PM,81.953,81.864,,,
396,3/23/22 7:12:38 PM,81.953,81.864,,,
397,3/23/22 7:13:08 PM,81.953,81.864,,,
398,3/23/22 7:13:38 PM,81.997,81.864,,,
399,3/23/22 7:14:08 PM,81.997,81.864,,,
400,3/23/22 7:14:38 PM,81.953,81.864,,,
401,3/23/22 7:15:08 PM,81.908,81.819,,,
402,3/23/22 7:15:38 PM,81.908,81.819,,,
403,3/23/22 7:16:08 PM,81.953,81.864,,,
404,3/23/22 7:16:38 PM,81.953,81.864,,,
405,3/23/22 7:17:08 PM,81.953,81.864,,,
406,3/23/22 7:17:38 PM,81.997,81.864,,,
407,3/23/22 7:18:08 PM,81.953,81.864,,,
408,3/23/22 7:18:38 PM,81.997,81.908,,,
409,3/23/22 7:19:08 PM,81.997,81.908,,,
410,3/23/22 7:19:38 PM,81.997,81.953,,,
411,3/23/22 7:20:08 PM,82.041,81.953,,,
412,3/23/22 7:20:38 PM,82.041,81.953,,,
413,3/23/22 7:21:08 PM,81.997,81.864,,,
414,3/23/22 7:21:38 PM,81.997,81.908,,,
415,3/23/22 7:22:08 PM,81.997,81.908,,,
416,3/23/22 7:22:38 PM,81.997,81.908,,,
417,3/23/22 7:23:08 PM,82.041,81.908,,,
418,3/23/22 7:23:38 PM,82.041,81.953,,,
419,3/23/22 7:24:08 PM,81.997,81.908,,,
420,3/23/22 7:24:38 PM,81.997,81.953,,,
421,3/23/22 7:25:08 PM,82.041,81.953,,,
422,3/23/22 7:25:38 PM,82.041,81.997,,,
423,3/23/22 7:26:08 PM,82.086,81.997,,,
424,3/23/22 7:26:38 PM,82.041,81.997,,,
425,3/23/22 7:27:08 PM,82.041,81.953,,,
426,3/23/22 7:27:38 PM,82.041,81.953,,,
427,3/23/22 7:28:08 PM,82.041,81.997,,,
428,3/23/22 7:28:38 PM,82.086,81.997,,,
429,3/23/22 7:29:08 PM,82.086,81.997,,,
430,3/23/22 7:29:38 PM,82.086,81.997,,,
431,3/23/22 7:30:08 PM,82.041,81.997,,,
432,3/23/22 7:30:38 PM,82.041,81.953,,,
433,3/23/22 7:31:08 PM,82.041,81.953,,,
434,3/23/22 7:31:38 PM,82.041,81.997,,,
435,3/23/22 7:32:08 PM,82.041,81.997,,,
436,3/23/22 7:32:38 PM,82.041,81.953,,,
437,3/23/22 7:33:08 PM,81.997,81.908,,,
438,3/23/22 7:33:38 PM,81.997,81.908,,,
439,3/23/22 7:34:08 PM,81.997,81.908,,,
440,3/23/22 7:34:38 PM,81.997,81.908,,,
441,3/23/22 7:35:08 PM,81.997,81.908,,,
442,3/23/22 7:35:38 PM,81.953,81.908,,,
443,3/23/22 7:36:08 PM,81.908,81.864,,,
444,3/23/22 7:36:38 PM,81.908,81.864,,,
445,3/23/22 7:37:08 PM,81.908,81.864,,,
446,3/23/22 7:37:38 PM,81.953,81.864,,,
447,3/23/22 7:38:08 PM,81.953,81.908,,,
448,3/23/22 7:38:38 PM,81.953,81.908,,,
449,3/23/22 7:39:08 PM,81.908,81.864,,,
450,3/23/22 7:39:38 PM,81.908,81.864,,,
451,3/23/22 7:40:08 PM,81.953,81.864,,,
452,3/23/22 7:40:38 PM,81.953,81.908,,,
453,3/23/22 7:41:08 PM,81.953,81.908,,,
454,3/23/22 7:41:38 PM,81.953,81.908,,,
455,3/23/22 7:42:08 PM,81.953,81.908,,,
456,3/23/22 7:42:38 PM,81.953,81.908,,,
457,3/23/22 7:43:08 PM,81.953,81.908,,,
458,3/23/22 7:43:38 PM,81.997,81.953,,,
459,3/23/22 7:44:08 PM,81.997,81.953,,,
460,3/23/22 7:44:38 PM,81.997,81.953,,,
461,3/23/22 7:45:08 PM,81.953,81.908,,,
462,3/23/22 7:45:38 PM,81.953,81.953,,,
463,3/23/22 7:46:08 PM,81.997,81.953,,,
464,3/23/22 7:46:38 PM,81.997,81.953,,,
465,3/23/22 7:47:08 PM,81.997,81.953,,,
466,3/23/22 7:47:38 PM,81.953,81.908,,,
467,3/23/22 7:48:08 PM,81.953,81.864,,,
468,3/23/22 7:48:38 PM,81.953,81.908,,,
469,3/23/22 7:49:08 PM,81.953,81.908,,,
470,3/23/22 7:49:38 PM,81.997,81.908,,,
471,3/23/22 7:50:08 PM,81.997,81.908,,,
472,3/23/22 7:50:38 PM,81.953,81.908,,,
473,3/23/22 7:51:08 PM,81.953,81.864,,,
474,3/23/22 7:51:38 PM,81.953,81.908,,,
475,3/23/22 7:52:08 PM,81.997,81.908,,,
476,3/23/22 7:52:38 PM,81.997,81.908,,,
477,3/23/22 7:53:08 PM,81.997,81.908,,,
478,3/23/22 7:53:38 PM,81.997,81.953,,,
479,3/23/22 7:54:08 PM,81.953,81.908,,,
480,3/23/22 7:54:38 PM,81.953,81.953,,,
481,3/23/22 7:55:08 PM,81.997,81.953,,,
482,3/23/22 7:55:38 PM,81.997,81.953,,,
483,3/23/22 7:56:08 PM,81.997,81.953,,,
484,3/23/22 7:56:38 PM,81.997,81.908,,,
485,3/23/22 7:57:08 PM,81.997,81.908,,,
486,3/23/22 7:57:38 PM,81.953,81.908,,,
487,3/23/22 7:58:08 PM,81.997,81.908,,,
488,3/23/22 7:58:38 PM,81.997,81.908,,,
489,3/23/22 7:59:08 PM,81.997,81.908,,,
490,3/23/22 7:59:38 PM,81.953,81.864,,,
491,3/23/22 8:00:08 PM,81.953,81.864,,,
492,3/23/22 8:00:38 PM,81.953,81.864,,,
493,3/23/22 8:01:08 PM,81.953,81.864,,,
494,3/23/22 8:01:38 PM,81.953,81.864,,,
