"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Temp, ¡ÆF","Good Battery","Bad Battery","End Of File"
59,2/21/22 10:49:39 AM,62.105,60.904,,,
60,2/21/22 10:50:09 AM,62.105,60.947,,,
61,2/21/22 10:50:39 AM,62.148,61.033,,,
62,2/21/22 10:51:09 AM,62.233,61.119,,,
63,2/21/22 10:51:39 AM,62.319,61.204,,,
64,2/21/22 10:52:09 AM,62.362,61.247,,,
65,2/21/22 10:52:39 AM,62.448,61.290,,,
66,2/21/22 10:53:09 AM,62.491,61.462,,,
67,2/21/22 10:53:39 AM,62.491,61.462,,,
68,2/21/22 10:54:09 AM,62.533,61.462,,,
69,2/21/22 10:54:39 AM,62.491,61.419,,,
70,2/21/22 10:55:09 AM,62.491,61.333,,,
71,2/21/22 10:55:39 AM,62.448,61.290,,,
72,2/21/22 10:56:09 AM,62.405,61.247,,,
73,2/21/22 10:56:39 AM,62.362,61.204,,,
74,2/21/22 10:57:09 AM,62.362,61.119,,,
75,2/21/22 10:57:39 AM,62.319,61.119,,,
76,2/21/22 10:58:09 AM,62.276,60.990,,,
77,2/21/22 10:58:39 AM,62.319,60.947,,,
78,2/21/22 10:59:09 AM,62.319,60.861,,,
79,2/21/22 10:59:39 AM,62.276,60.818,,,
80,2/21/22 11:00:09 AM,62.319,60.775,,,
81,2/21/22 11:00:39 AM,62.276,60.775,,,
82,2/21/22 11:01:09 AM,62.276,60.775,,,
83,2/21/22 11:01:39 AM,62.276,60.775,,,
84,2/21/22 11:02:09 AM,62.276,60.818,,,
85,2/21/22 11:02:39 AM,62.276,60.818,,,
86,2/21/22 11:03:09 AM,62.276,60.861,,,
87,2/21/22 11:03:39 AM,62.276,60.904,,,
88,2/21/22 11:04:09 AM,62.276,60.861,,,
89,2/21/22 11:04:39 AM,62.276,60.775,,,
90,2/21/22 11:05:09 AM,62.319,60.775,,,
91,2/21/22 11:05:39 AM,62.276,60.818,,,
92,2/21/22 11:06:09 AM,62.319,60.861,,,
93,2/21/22 11:06:39 AM,62.319,60.904,,,
94,2/21/22 11:07:09 AM,62.362,61.033,,,
95,2/21/22 11:07:39 AM,62.362,61.076,,,
96,2/21/22 11:08:09 AM,62.448,61.247,,,
97,2/21/22 11:08:39 AM,62.491,61.290,,,
98,2/21/22 11:09:09 AM,62.576,61.290,,,
99,2/21/22 11:09:39 AM,62.619,61.247,,,
100,2/21/22 11:10:09 AM,62.576,61.247,,,
101,2/21/22 11:10:39 AM,62.619,61.247,,,
102,2/21/22 11:11:09 AM,62.662,61.247,,,
103,2/21/22 11:11:39 AM,62.662,61.119,,,
104,2/21/22 11:12:09 AM,62.705,61.119,,,
105,2/21/22 11:12:39 AM,62.662,61.119,,,
106,2/21/22 11:13:09 AM,62.705,61.076,,,
107,2/21/22 11:13:39 AM,62.662,61.033,,,
108,2/21/22 11:14:09 AM,62.662,60.947,,,
109,2/21/22 11:14:39 AM,62.662,60.947,,,
110,2/21/22 11:15:09 AM,62.705,60.947,,,
111,2/21/22 11:15:39 AM,62.662,60.947,,,
112,2/21/22 11:16:09 AM,62.619,60.947,,,
113,2/21/22 11:16:39 AM,62.619,60.947,,,
114,2/21/22 11:17:09 AM,62.662,60.947,,,
115,2/21/22 11:17:39 AM,62.705,61.033,,,
116,2/21/22 11:18:09 AM,62.705,60.990,,,
117,2/21/22 11:18:39 AM,62.662,61.033,,,
118,2/21/22 11:19:09 AM,62.705,61.076,,,
119,2/21/22 11:19:39 AM,62.705,61.119,,,
120,2/21/22 11:20:09 AM,62.748,61.204,,,
121,2/21/22 11:20:39 AM,62.790,61.333,,,
122,2/21/22 11:21:09 AM,62.876,61.376,,,
123,2/21/22 11:21:39 AM,62.919,61.462,,,
124,2/21/22 11:22:09 AM,62.919,61.419,,,
125,2/21/22 11:22:39 AM,62.919,61.419,,,
126,2/21/22 11:23:09 AM,62.876,61.376,,,
127,2/21/22 11:23:39 AM,62.876,61.333,,,
128,2/21/22 11:24:09 AM,62.876,61.247,,,
129,2/21/22 11:24:39 AM,62.876,61.204,,,
130,2/21/22 11:25:09 AM,62.876,61.119,,,
131,2/21/22 11:25:39 AM,62.833,61.119,,,
132,2/21/22 11:26:09 AM,62.876,61.076,,,
133,2/21/22 11:26:39 AM,62.833,61.033,,,
134,2/21/22 11:27:09 AM,62.748,60.990,,,
135,2/21/22 11:27:39 AM,62.748,60.947,,,
136,2/21/22 11:28:09 AM,62.748,60.947,,,
137,2/21/22 11:28:39 AM,62.705,60.947,,,
138,2/21/22 11:29:09 AM,62.662,60.904,,,
139,2/21/22 11:29:39 AM,62.619,60.861,,,
140,2/21/22 11:30:09 AM,62.576,60.861,,,
141,2/21/22 11:30:39 AM,62.533,60.818,,,
142,2/21/22 11:31:09 AM,62.533,60.775,,,
143,2/21/22 11:31:39 AM,62.533,60.733,,,
144,2/21/22 11:32:09 AM,62.491,60.690,,,
145,2/21/22 11:32:39 AM,62.491,60.690,,,
146,2/21/22 11:33:09 AM,62.491,60.647,,,
147,2/21/22 11:33:39 AM,62.491,60.647,,,
148,2/21/22 11:34:09 AM,62.448,60.604,,,
149,2/21/22 11:34:39 AM,62.491,60.604,,,
150,2/21/22 11:35:09 AM,62.491,60.647,,,
151,2/21/22 11:35:39 AM,62.576,60.775,,,
152,2/21/22 11:36:09 AM,62.619,60.861,,,
153,2/21/22 11:36:39 AM,62.705,60.947,,,
154,2/21/22 11:37:09 AM,62.705,61.033,,,
155,2/21/22 11:37:39 AM,62.748,61.119,,,
156,2/21/22 11:38:09 AM,62.748,61.204,,,
157,2/21/22 11:38:39 AM,62.790,61.204,,,
158,2/21/22 11:39:09 AM,62.876,61.204,,,
159,2/21/22 11:39:39 AM,62.876,61.204,,,
160,2/21/22 11:40:09 AM,62.876,61.204,,,
161,2/21/22 11:40:39 AM,62.876,61.204,,,
162,2/21/22 11:41:09 AM,62.962,61.162,,,
163,2/21/22 11:41:39 AM,63.005,61.162,,,
164,2/21/22 11:42:09 AM,62.962,61.162,,,
165,2/21/22 11:42:39 AM,62.919,61.119,,,
166,2/21/22 11:43:09 AM,62.876,61.076,,,
167,2/21/22 11:43:39 AM,62.876,61.076,,,
168,2/21/22 11:44:09 AM,62.876,60.990,,,
169,2/21/22 11:44:39 AM,62.833,61.033,,,
170,2/21/22 11:45:09 AM,62.876,61.033,,,
171,2/21/22 11:45:39 AM,62.919,61.076,,,
172,2/21/22 11:46:09 AM,62.962,61.162,,,
173,2/21/22 11:46:39 AM,63.005,61.247,,,
174,2/21/22 11:47:09 AM,63.090,61.247,,,
175,2/21/22 11:47:39 AM,63.090,61.290,,,
176,2/21/22 11:48:09 AM,63.090,61.333,,,
177,2/21/22 11:48:39 AM,63.090,61.333,,,
178,2/21/22 11:49:09 AM,63.090,61.333,,,
179,2/21/22 11:49:39 AM,63.090,61.333,,,
180,2/21/22 11:50:09 AM,63.090,61.333,,,
181,2/21/22 11:50:39 AM,63.090,61.290,,,
182,2/21/22 11:51:09 AM,63.090,61.290,,,
183,2/21/22 11:51:39 AM,63.047,61.204,,,
184,2/21/22 11:52:09 AM,63.005,61.119,,,
185,2/21/22 11:52:39 AM,63.005,61.204,,,
186,2/21/22 11:53:09 AM,63.005,61.119,,,
187,2/21/22 11:53:39 AM,62.962,61.076,,,
188,2/21/22 11:54:09 AM,62.876,61.033,,,
189,2/21/22 11:54:39 AM,62.833,60.904,,,
190,2/21/22 11:55:09 AM,62.833,60.818,,,
191,2/21/22 11:55:39 AM,62.790,60.818,,,
192,2/21/22 11:56:09 AM,62.748,60.775,,,
193,2/21/22 11:56:39 AM,62.705,60.733,,,
194,2/21/22 11:57:09 AM,62.748,60.733,,,
195,2/21/22 11:57:39 AM,62.748,60.733,,,
196,2/21/22 11:58:09 AM,62.790,60.647,,,
197,2/21/22 11:58:39 AM,62.748,60.690,,,
198,2/21/22 11:59:09 AM,62.748,60.690,,,
199,2/21/22 11:59:39 AM,62.748,60.647,,,
200,2/21/22 12:00:09 PM,62.662,60.647,,,
201,2/21/22 12:00:39 PM,62.705,60.604,,,
202,2/21/22 12:01:09 PM,62.748,60.647,,,
203,2/21/22 12:01:39 PM,62.705,60.604,,,
204,2/21/22 12:02:09 PM,62.705,60.604,,,
205,2/21/22 12:02:39 PM,62.705,60.647,,,
206,2/21/22 12:03:09 PM,62.748,60.647,,,
207,2/21/22 12:03:39 PM,62.790,60.647,,,
208,2/21/22 12:04:09 PM,62.833,60.604,,,
209,2/21/22 12:04:39 PM,62.833,60.604,,,
210,2/21/22 12:05:09 PM,62.790,60.604,,,
211,2/21/22 12:05:39 PM,62.748,60.604,,,
212,2/21/22 12:06:09 PM,62.705,60.647,,,
213,2/21/22 12:06:39 PM,62.790,60.733,,,
214,2/21/22 12:07:09 PM,62.876,60.861,,,
215,2/21/22 12:07:39 PM,62.919,60.947,,,
216,2/21/22 12:08:09 PM,63.005,61.033,,,
217,2/21/22 12:08:39 PM,63.090,61.119,,,
218,2/21/22 12:09:09 PM,63.047,61.119,,,
219,2/21/22 12:09:39 PM,63.133,61.204,,,
220,2/21/22 12:10:09 PM,63.133,61.204,,,
221,2/21/22 12:10:39 PM,63.133,61.247,,,
222,2/21/22 12:11:09 PM,63.133,61.204,,,
223,2/21/22 12:11:39 PM,63.176,61.247,,,
224,2/21/22 12:12:09 PM,63.133,61.204,,,
225,2/21/22 12:12:39 PM,63.090,61.204,,,
226,2/21/22 12:13:09 PM,63.047,61.162,,,
227,2/21/22 12:13:39 PM,63.047,61.119,,,
228,2/21/22 12:14:09 PM,63.047,61.119,,,
229,2/21/22 12:14:39 PM,63.047,61.119,,,
230,2/21/22 12:15:09 PM,63.133,61.033,,,
231,2/21/22 12:15:39 PM,63.090,61.033,,,
232,2/21/22 12:16:09 PM,63.005,61.119,,,
233,2/21/22 12:16:39 PM,63.176,61.204,,,
234,2/21/22 12:17:09 PM,63.176,61.247,,,
235,2/21/22 12:17:39 PM,63.262,61.376,,,
236,2/21/22 12:18:09 PM,63.304,61.419,,,
237,2/21/22 12:18:39 PM,63.347,61.462,,,
238,2/21/22 12:19:09 PM,63.390,61.419,,,
239,2/21/22 12:19:39 PM,63.390,61.419,,,
240,2/21/22 12:20:09 PM,63.390,61.376,,,
241,2/21/22 12:20:39 PM,63.347,61.376,,,
242,2/21/22 12:21:09 PM,63.262,61.376,,,
243,2/21/22 12:21:39 PM,63.304,61.376,,,
244,2/21/22 12:22:09 PM,63.347,61.333,,,
245,2/21/22 12:22:39 PM,63.304,61.290,,,
246,2/21/22 12:23:09 PM,63.262,61.247,,,
247,2/21/22 12:23:39 PM,63.262,61.247,,,
248,2/21/22 12:24:09 PM,63.176,61.247,,,
249,2/21/22 12:24:39 PM,63.219,61.247,,,
250,2/21/22 12:25:09 PM,63.176,61.204,,,
251,2/21/22 12:25:39 PM,63.176,61.162,,,
252,2/21/22 12:26:09 PM,63.176,61.076,,,
253,2/21/22 12:26:39 PM,63.090,61.076,,,
254,2/21/22 12:27:09 PM,63.090,61.033,,,
255,2/21/22 12:27:39 PM,63.047,60.947,,,
256,2/21/22 12:28:09 PM,63.090,60.904,,,
257,2/21/22 12:28:39 PM,63.090,60.818,,,
258,2/21/22 12:29:09 PM,63.005,60.818,,,
259,2/21/22 12:29:39 PM,63.005,60.775,,,
260,2/21/22 12:30:09 PM,63.005,60.733,,,
261,2/21/22 12:30:39 PM,63.005,60.775,,,
262,2/21/22 12:31:09 PM,62.962,60.775,,,
263,2/21/22 12:31:39 PM,63.005,60.733,,,
264,2/21/22 12:32:09 PM,62.919,60.733,,,
265,2/21/22 12:32:39 PM,62.919,60.690,,,
266,2/21/22 12:33:09 PM,62.962,60.690,,,
267,2/21/22 12:33:39 PM,62.919,60.690,,,
268,2/21/22 12:34:09 PM,62.919,60.690,,,
269,2/21/22 12:34:39 PM,62.876,60.690,,,
270,2/21/22 12:35:09 PM,62.919,60.647,,,
271,2/21/22 12:35:39 PM,62.876,60.690,,,
272,2/21/22 12:36:09 PM,62.876,60.690,,,
273,2/21/22 12:36:39 PM,62.876,60.690,,,
274,2/21/22 12:37:09 PM,62.876,60.647,,,
275,2/21/22 12:37:39 PM,62.876,60.647,,,
276,2/21/22 12:38:09 PM,62.962,60.647,,,
277,2/21/22 12:38:39 PM,62.962,60.647,,,
278,2/21/22 12:39:09 PM,63.005,60.604,,,
279,2/21/22 12:39:39 PM,63.005,60.647,,,
280,2/21/22 12:40:09 PM,63.090,60.775,,,
281,2/21/22 12:40:39 PM,63.090,60.904,,,
282,2/21/22 12:41:09 PM,63.133,60.990,,,
283,2/21/22 12:41:39 PM,63.176,61.119,,,
284,2/21/22 12:42:09 PM,63.219,61.204,,,
285,2/21/22 12:42:39 PM,63.304,61.290,,,
286,2/21/22 12:43:09 PM,63.390,61.333,,,
287,2/21/22 12:43:39 PM,63.347,61.376,,,
288,2/21/22 12:44:09 PM,63.433,61.419,,,
289,2/21/22 12:44:39 PM,63.476,61.462,,,
290,2/21/22 12:45:09 PM,63.304,61.676,,,
291,2/21/22 12:45:39 PM,63.176,61.719,,,
292,2/21/22 12:46:09 PM,63.047,61.762,,,
293,2/21/22 12:46:39 PM,62.962,61.805,,,
294,2/21/22 12:47:09 PM,62.962,61.891,,,
295,2/21/22 12:47:39 PM,62.919,61.933,,,
296,2/21/22 12:48:09 PM,62.876,61.891,,,
297,2/21/22 12:48:39 PM,62.748,61.805,,,
298,2/21/22 12:49:09 PM,62.705,61.805,,,
299,2/21/22 12:49:39 PM,62.619,61.719,,,
300,2/21/22 12:50:09 PM,62.533,61.891,,,
301,2/21/22 12:50:39 PM,62.662,61.976,,,
302,2/21/22 12:51:09 PM,62.748,62.148,,,
303,2/21/22 12:51:39 PM,62.833,62.233,,,
304,2/21/22 12:52:09 PM,63.047,62.233,,,
305,2/21/22 12:52:39 PM,63.090,62.191,,,
306,2/21/22 12:53:09 PM,63.090,62.233,,,
307,2/21/22 12:53:39 PM,63.047,62.105,,,
308,2/21/22 12:54:09 PM,63.005,62.062,,,
309,2/21/22 12:54:39 PM,63.005,61.976,,,
310,2/21/22 12:55:09 PM,62.962,62.062,,,
311,2/21/22 12:55:39 PM,62.962,62.105,,,
312,2/21/22 12:56:09 PM,63.005,62.019,,,
313,2/21/22 12:56:39 PM,62.962,61.891,,,
314,2/21/22 12:57:09 PM,62.919,61.719,,,
315,2/21/22 12:57:39 PM,62.876,61.633,,,
316,2/21/22 12:58:09 PM,62.833,61.548,,,
317,2/21/22 12:58:39 PM,62.748,61.462,,,
318,2/21/22 12:59:09 PM,62.705,61.333,,,
319,2/21/22 12:59:39 PM,62.705,61.290,,,
320,2/21/22 1:00:09 PM,62.705,61.204,,,
321,2/21/22 1:00:39 PM,62.619,61.162,,,
322,2/21/22 1:01:09 PM,62.491,61.076,,,
323,2/21/22 1:01:39 PM,62.448,61.033,,,
324,2/21/22 1:02:09 PM,62.405,60.990,,,
325,2/21/22 1:02:39 PM,62.362,60.904,,,
326,2/21/22 1:03:09 PM,62.362,60.904,,,
327,2/21/22 1:03:39 PM,62.362,60.861,,,
328,2/21/22 1:04:09 PM,62.362,60.775,,,
329,2/21/22 1:04:39 PM,62.319,60.818,,,
330,2/21/22 1:05:09 PM,62.319,60.775,,,
331,2/21/22 1:05:39 PM,62.276,60.775,,,
332,2/21/22 1:06:09 PM,62.319,60.775,,,
333,2/21/22 1:06:39 PM,62.319,60.775,,,
334,2/21/22 1:07:09 PM,62.319,60.733,,,
335,2/21/22 1:07:39 PM,62.362,60.690,,,
336,2/21/22 1:08:09 PM,62.319,60.690,,,
337,2/21/22 1:08:39 PM,62.362,60.647,,,
338,2/21/22 1:09:09 PM,62.362,60.690,,,
339,2/21/22 1:09:39 PM,62.362,60.690,,,
340,2/21/22 1:10:09 PM,62.319,60.647,,,
341,2/21/22 1:10:39 PM,62.233,60.647,,,
342,2/21/22 1:11:09 PM,62.233,60.690,,,
343,2/21/22 1:11:39 PM,62.148,60.647,,,
344,2/21/22 1:12:09 PM,62.148,60.690,,,
345,2/21/22 1:12:39 PM,62.148,60.733,,,
346,2/21/22 1:13:09 PM,62.276,60.775,,,
347,2/21/22 1:13:39 PM,62.191,60.818,,,
348,2/21/22 1:14:09 PM,62.233,60.861,,,
349,2/21/22 1:14:39 PM,62.191,60.904,,,
350,2/21/22 1:15:09 PM,62.191,60.904,,,
351,2/21/22 1:15:39 PM,62.233,60.947,,,
352,2/21/22 1:16:09 PM,62.276,60.990,,,
353,2/21/22 1:16:39 PM,62.362,61.119,,,
354,2/21/22 1:17:09 PM,62.405,61.247,,,
355,2/21/22 1:17:39 PM,62.533,61.333,,,
356,2/21/22 1:18:09 PM,62.705,61.419,,,
357,2/21/22 1:18:39 PM,62.790,61.462,,,
358,2/21/22 1:19:09 PM,62.876,61.505,,,
359,2/21/22 1:19:39 PM,62.919,61.676,,,
360,2/21/22 1:20:09 PM,62.962,61.676,,,
361,2/21/22 1:20:39 PM,62.962,61.676,,,
362,2/21/22 1:21:09 PM,62.919,61.676,,,
363,2/21/22 1:21:39 PM,62.876,61.633,,,
364,2/21/22 1:22:09 PM,62.790,61.548,,,
365,2/21/22 1:22:39 PM,62.748,61.462,,,
366,2/21/22 1:23:09 PM,62.705,61.462,,,
367,2/21/22 1:23:39 PM,62.705,61.376,,,
368,2/21/22 1:24:09 PM,62.662,61.333,,,
369,2/21/22 1:24:39 PM,62.576,61.290,,,
370,2/21/22 1:25:09 PM,62.619,61.290,,,
371,2/21/22 1:25:39 PM,62.662,61.333,,,
372,2/21/22 1:26:09 PM,62.662,61.419,,,
373,2/21/22 1:26:39 PM,62.662,61.548,,,
374,2/21/22 1:27:09 PM,62.662,61.505,,,
375,2/21/22 1:27:39 PM,62.748,61.462,,,
376,2/21/22 1:28:09 PM,62.705,61.505,,,
377,2/21/22 1:28:39 PM,62.748,61.548,,,
378,2/21/22 1:29:09 PM,62.705,61.590,,,
379,2/21/22 1:29:39 PM,62.790,61.676,,,
380,2/21/22 1:30:09 PM,62.962,61.676,,,
381,2/21/22 1:30:39 PM,62.962,61.719,,,
382,2/21/22 1:31:09 PM,62.962,61.762,,,
383,2/21/22 1:31:39 PM,63.005,61.762,,,
384,2/21/22 1:32:09 PM,62.962,61.762,,,
385,2/21/22 1:32:39 PM,62.919,61.676,,,
386,2/21/22 1:33:09 PM,62.876,61.633,,,
387,2/21/22 1:33:39 PM,62.833,61.548,,,
388,2/21/22 1:34:09 PM,62.748,61.462,,,
389,2/21/22 1:34:39 PM,62.748,61.419,,,
390,2/21/22 1:35:09 PM,62.748,61.333,,,
391,2/21/22 1:35:39 PM,62.705,61.290,,,
392,2/21/22 1:36:09 PM,62.662,61.247,,,
393,2/21/22 1:36:39 PM,62.619,61.162,,,
394,2/21/22 1:37:09 PM,62.533,61.119,,,
395,2/21/22 1:37:39 PM,62.576,61.076,,,
396,2/21/22 1:38:09 PM,62.491,61.033,,,
397,2/21/22 1:38:39 PM,62.448,61.033,,,
398,2/21/22 1:39:09 PM,62.405,61.033,,,
399,2/21/22 1:39:39 PM,62.405,60.990,,,
400,2/21/22 1:40:09 PM,62.362,61.033,,,
401,2/21/22 1:40:39 PM,62.319,60.990,,,
402,2/21/22 1:41:09 PM,62.362,61.033,,,
403,2/21/22 1:41:39 PM,62.405,61.033,,,
404,2/21/22 1:42:09 PM,62.448,61.033,,,
405,2/21/22 1:42:39 PM,62.491,61.033,,,
406,2/21/22 1:43:09 PM,62.405,60.990,,,
407,2/21/22 1:43:39 PM,62.448,60.947,,,
408,2/21/22 1:44:09 PM,62.362,60.947,,,
409,2/21/22 1:44:39 PM,62.362,60.861,,,
410,2/21/22 1:45:09 PM,62.319,60.861,,,
411,2/21/22 1:45:39 PM,62.276,60.861,,,
412,2/21/22 1:46:09 PM,62.233,60.904,,,
413,2/21/22 1:46:39 PM,62.276,60.947,,,
414,2/21/22 1:47:09 PM,62.276,60.947,,,
415,2/21/22 1:47:39 PM,62.233,60.990,,,
416,2/21/22 1:48:09 PM,62.276,60.990,,,
417,2/21/22 1:48:39 PM,62.319,60.990,,,
418,2/21/22 1:49:09 PM,62.362,61.076,,,
419,2/21/22 1:49:39 PM,62.405,61.076,,,
420,2/21/22 1:50:09 PM,62.405,61.119,,,
421,2/21/22 1:50:39 PM,62.362,61.076,,,
422,2/21/22 1:51:09 PM,62.405,61.076,,,
423,2/21/22 1:51:39 PM,62.362,61.076,,,
424,2/21/22 1:52:09 PM,62.491,61.119,,,
425,2/21/22 1:52:39 PM,62.491,61.162,,,
426,2/21/22 1:53:09 PM,62.405,61.119,,,
427,2/21/22 1:53:39 PM,62.319,61.076,,,
428,2/21/22 1:54:09 PM,62.276,61.033,,,
429,2/21/22 1:54:39 PM,62.233,61.033,,,
430,2/21/22 1:55:09 PM,62.276,61.119,,,
431,2/21/22 1:55:39 PM,62.276,61.162,,,
432,2/21/22 1:56:09 PM,62.276,61.290,,,
433,2/21/22 1:56:39 PM,62.533,61.376,,,
434,2/21/22 1:57:09 PM,62.533,61.419,,,
435,2/21/22 1:57:39 PM,62.533,61.505,,,
436,2/21/22 1:58:09 PM,62.662,61.548,,,
437,2/21/22 1:58:39 PM,62.748,61.633,,,
438,2/21/22 1:59:09 PM,62.662,61.633,,,
439,2/21/22 1:59:39 PM,62.662,61.719,,,
440,2/21/22 2:00:09 PM,62.619,61.676,,,
441,2/21/22 2:00:39 PM,62.619,61.590,,,
442,2/21/22 2:01:09 PM,62.619,61.505,,,
443,2/21/22 2:01:39 PM,62.576,61.462,,,
444,2/21/22 2:02:09 PM,62.619,61.376,,,
445,2/21/22 2:02:39 PM,62.533,61.290,,,
446,2/21/22 2:03:09 PM,62.491,61.247,,,
447,2/21/22 2:03:39 PM,62.448,61.247,,,
448,2/21/22 2:04:09 PM,62.491,61.333,,,
449,2/21/22 2:04:39 PM,62.491,61.419,,,
450,2/21/22 2:05:09 PM,62.491,61.419,,,
451,2/21/22 2:05:39 PM,62.533,61.462,,,
452,2/21/22 2:06:09 PM,62.491,61.548,,,
453,2/21/22 2:06:39 PM,62.533,61.548,,,
454,2/21/22 2:07:09 PM,62.576,61.505,,,
455,2/21/22 2:07:39 PM,62.576,61.590,,,
456,2/21/22 2:08:09 PM,62.533,61.548,,,
457,2/21/22 2:08:39 PM,62.491,61.548,,,
458,2/21/22 2:09:09 PM,62.533,61.590,,,
459,2/21/22 2:09:39 PM,62.533,61.590,,,
460,2/21/22 2:10:09 PM,62.662,61.762,,,
461,2/21/22 2:10:39 PM,62.833,61.762,,,
462,2/21/22 2:11:09 PM,62.833,61.805,,,
463,2/21/22 2:11:39 PM,62.790,61.805,,,
464,2/21/22 2:12:09 PM,62.748,61.762,,,
465,2/21/22 2:12:39 PM,62.705,61.676,,,
466,2/21/22 2:13:09 PM,62.662,61.633,,,
467,2/21/22 2:13:39 PM,62.619,61.590,,,
468,2/21/22 2:14:09 PM,62.619,61.462,,,
469,2/21/22 2:14:39 PM,62.619,61.419,,,
470,2/21/22 2:15:09 PM,62.491,61.462,,,
471,2/21/22 2:15:39 PM,62.491,61.462,,,
472,2/21/22 2:16:09 PM,62.533,61.376,,,
473,2/21/22 2:16:39 PM,62.533,61.333,,,
474,2/21/22 2:17:09 PM,62.491,61.204,,,
475,2/21/22 2:17:39 PM,62.448,61.204,,,
476,2/21/22 2:18:09 PM,62.405,61.162,,,
477,2/21/22 2:18:39 PM,62.362,61.247,,,
478,2/21/22 2:19:09 PM,62.319,61.290,,,
479,2/21/22 2:19:39 PM,62.362,61.290,,,
480,2/21/22 2:20:09 PM,62.405,61.247,,,
481,2/21/22 2:20:39 PM,62.362,61.162,,,
482,2/21/22 2:21:09 PM,62.276,61.162,,,
483,2/21/22 2:21:39 PM,62.276,61.119,,,
484,2/21/22 2:22:09 PM,62.233,61.076,,,
485,2/21/22 2:22:39 PM,62.148,61.033,,,
486,2/21/22 2:23:09 PM,62.148,60.990,,,
487,2/21/22 2:23:39 PM,62.148,60.947,,,
488,2/21/22 2:24:09 PM,62.105,60.904,,,
489,2/21/22 2:24:39 PM,62.105,60.947,,,
490,2/21/22 2:25:09 PM,62.105,60.904,,,
491,2/21/22 2:25:39 PM,62.148,60.947,,,
492,2/21/22 2:26:09 PM,62.105,60.990,,,
493,2/21/22 2:26:39 PM,62.233,61.076,,,
494,2/21/22 2:27:09 PM,62.276,61.204,,,
495,2/21/22 2:27:39 PM,62.276,61.204,,,
