"Plot Title: Experiment"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 1033900, SEN S/N: 1033900)","Temp, °C (LGR S/N: 1033900, SEN S/N: 1033900)","Host Connected (LGR S/N: 1033900)","Stopped (LGR S/N: 1033900)","End Of File (LGR S/N: 1033900)"
137,03/03/22 01:42:50 PM,16.939,29.490,,,
138,03/03/22 01:42:55 PM,16.915,29.540,,,
139,03/03/22 01:43:00 PM,16.915,29.590,,,
140,03/03/22 01:43:05 PM,16.939,29.640,,,
141,03/03/22 01:43:10 PM,16.939,29.690,,,
142,03/03/22 01:43:15 PM,16.939,29.740,,,
143,03/03/22 01:43:20 PM,16.939,29.790,,,
144,03/03/22 01:43:25 PM,16.939,29.840,,,
145,03/03/22 01:43:30 PM,16.939,29.865,,,
146,03/03/22 01:43:35 PM,16.939,29.916,,,
147,03/03/22 01:43:40 PM,16.939,29.941,,,
148,03/03/22 01:43:45 PM,16.939,29.991,,,
149,03/03/22 01:43:50 PM,16.963,30.016,,,
150,03/03/22 01:43:55 PM,16.939,30.041,,,
151,03/03/22 01:44:00 PM,16.939,30.066,,,
152,03/03/22 01:44:05 PM,16.963,30.091,,,
153,03/03/22 01:44:10 PM,16.939,30.091,,,
154,03/03/22 01:44:15 PM,16.939,30.142,,,
155,03/03/22 01:44:20 PM,16.939,30.167,,,
156,03/03/22 01:44:25 PM,16.939,30.192,,,
157,03/03/22 01:44:30 PM,16.915,30.217,,,
158,03/03/22 01:44:35 PM,16.915,30.243,,,
159,03/03/22 01:44:40 PM,16.892,30.293,,,
160,03/03/22 01:44:45 PM,16.892,30.293,,,
161,03/03/22 01:44:50 PM,16.892,30.343,,,
162,03/03/22 01:44:55 PM,16.892,30.369,,,
163,03/03/22 01:45:00 PM,16.868,30.394,,,
164,03/03/22 01:45:05 PM,16.844,30.394,,,
165,03/03/22 01:45:10 PM,16.844,30.419,,,
166,03/03/22 01:45:15 PM,16.844,30.444,,,
167,03/03/22 01:45:20 PM,16.820,30.469,,,
168,03/03/22 01:45:25 PM,16.796,30.495,,,
169,03/03/22 01:45:30 PM,16.796,30.495,,,
170,03/03/22 01:45:35 PM,16.796,30.520,,,
171,03/03/22 01:45:40 PM,16.773,30.545,,,
172,03/03/22 01:45:45 PM,16.773,30.571,,,
173,03/03/22 01:45:50 PM,16.773,30.596,,,
174,03/03/22 01:45:55 PM,16.749,30.596,,,
175,03/03/22 01:46:00 PM,16.773,30.621,,,
176,03/03/22 01:46:05 PM,16.749,30.646,,,
177,03/03/22 01:46:10 PM,16.749,30.646,,,
178,03/03/22 01:46:15 PM,16.749,30.646,,,
179,03/03/22 01:46:20 PM,16.749,30.672,,,
180,03/03/22 01:46:25 PM,16.725,30.697,,,
181,03/03/22 01:46:30 PM,16.725,30.697,,,
182,03/03/22 01:46:35 PM,16.725,30.722,,,
183,03/03/22 01:46:40 PM,16.725,30.722,,,
184,03/03/22 01:46:45 PM,16.725,30.748,,,
185,03/03/22 01:46:50 PM,16.701,30.748,,,
186,03/03/22 01:46:55 PM,16.677,30.748,,,
187,03/03/22 01:47:00 PM,16.677,30.773,,,
188,03/03/22 01:47:05 PM,16.677,30.773,,,
189,03/03/22 01:47:10 PM,16.654,30.773,,,
190,03/03/22 01:47:15 PM,16.654,30.798,,,
191,03/03/22 01:47:20 PM,16.630,30.773,,,
192,03/03/22 01:47:25 PM,16.630,30.773,,,
193,03/03/22 01:47:30 PM,16.630,30.773,,,
194,03/03/22 01:47:35 PM,16.606,30.798,,,
195,03/03/22 01:47:40 PM,16.582,30.798,,,
196,03/03/22 01:47:45 PM,16.582,30.798,,,
197,03/03/22 01:47:50 PM,16.582,30.798,,,
198,03/03/22 01:47:55 PM,16.558,30.824,,,
199,03/03/22 01:48:00 PM,16.558,30.824,,,
200,03/03/22 01:48:05 PM,16.558,30.824,,,
201,03/03/22 01:48:10 PM,16.558,30.849,,,
202,03/03/22 01:48:15 PM,16.558,30.824,,,
203,03/03/22 01:48:20 PM,16.558,30.824,,,
204,03/03/22 01:48:25 PM,16.558,30.824,,,
205,03/03/22 01:48:30 PM,16.534,30.798,,,
206,03/03/22 01:48:35 PM,16.534,30.798,,,
207,03/03/22 01:48:40 PM,16.534,30.798,,,
208,03/03/22 01:48:45 PM,16.534,30.798,,,
209,03/03/22 01:48:50 PM,16.511,30.798,,,
210,03/03/22 01:48:55 PM,16.511,30.798,,,
211,03/03/22 01:49:00 PM,16.511,30.824,,,
212,03/03/22 01:49:05 PM,16.511,30.824,,,
213,03/03/22 01:49:10 PM,16.487,30.824,,,
214,03/03/22 01:49:15 PM,16.487,30.824,,,
215,03/03/22 01:49:20 PM,16.487,30.849,,,
216,03/03/22 01:49:25 PM,16.487,30.849,,,
217,03/03/22 01:49:30 PM,16.463,30.849,,,
218,03/03/22 01:49:35 PM,16.463,30.849,,,
219,03/03/22 01:49:40 PM,16.463,30.849,,,
220,03/03/22 01:49:45 PM,16.463,30.849,,,
221,03/03/22 01:49:50 PM,16.463,30.849,,,
222,03/03/22 01:49:55 PM,16.439,30.849,,,
223,03/03/22 01:50:00 PM,16.439,30.849,,,
224,03/03/22 01:50:05 PM,16.439,30.849,,,
225,03/03/22 01:50:10 PM,16.439,30.849,,,
226,03/03/22 01:50:15 PM,16.439,30.849,,,
227,03/03/22 01:50:20 PM,16.463,30.849,,,
228,03/03/22 01:50:25 PM,16.463,30.849,,,
229,03/03/22 01:50:30 PM,16.463,30.849,,,
230,03/03/22 01:50:35 PM,16.463,30.824,,,
231,03/03/22 01:50:40 PM,16.463,30.824,,,
232,03/03/22 01:50:45 PM,16.463,30.824,,,
233,03/03/22 01:50:50 PM,16.463,30.824,,,
234,03/03/22 01:50:55 PM,16.487,30.849,,,
235,03/03/22 01:51:00 PM,16.487,30.824,,,
236,03/03/22 01:51:05 PM,16.463,30.824,,,
237,03/03/22 01:51:10 PM,16.463,30.824,,,
238,03/03/22 01:51:15 PM,16.463,30.824,,,
239,03/03/22 01:51:20 PM,16.463,30.798,,,
240,03/03/22 01:51:25 PM,16.463,30.824,,,
241,03/03/22 01:51:30 PM,16.487,30.798,,,
242,03/03/22 01:51:35 PM,16.511,30.798,,,
243,03/03/22 01:51:40 PM,16.487,30.798,,,
244,03/03/22 01:51:45 PM,16.487,30.798,,,
245,03/03/22 01:51:50 PM,16.511,30.773,,,
246,03/03/22 01:51:55 PM,16.511,30.773,,,
247,03/03/22 01:52:00 PM,16.511,30.722,,,
248,03/03/22 01:52:05 PM,16.511,30.697,,,
249,03/03/22 01:52:10 PM,16.511,30.697,,,
250,03/03/22 01:52:15 PM,16.511,30.672,,,
251,03/03/22 01:52:20 PM,16.511,30.672,,,
252,03/03/22 01:52:25 PM,16.511,30.672,,,
253,03/03/22 01:52:30 PM,16.511,30.672,,,
254,03/03/22 01:52:35 PM,16.511,30.672,,,
255,03/03/22 01:52:40 PM,16.511,30.646,,,
256,03/03/22 01:52:45 PM,16.511,30.646,,,
257,03/03/22 01:52:50 PM,16.511,30.621,,,
258,03/03/22 01:52:55 PM,16.534,30.621,,,
259,03/03/22 01:53:00 PM,16.534,30.621,,,
260,03/03/22 01:53:05 PM,16.511,30.596,,,
261,03/03/22 01:53:10 PM,16.534,30.571,,,
262,03/03/22 01:53:15 PM,16.534,30.571,,,
263,03/03/22 01:53:20 PM,16.534,30.545,,,
264,03/03/22 01:53:25 PM,16.534,30.545,,,
265,03/03/22 01:53:30 PM,16.534,30.545,,,
266,03/03/22 01:53:35 PM,16.534,30.520,,,
267,03/03/22 01:53:40 PM,16.534,30.520,,,
268,03/03/22 01:53:45 PM,16.534,30.495,,,
269,03/03/22 01:53:50 PM,16.511,30.495,,,
270,03/03/22 01:53:55 PM,16.511,30.469,,,
271,03/03/22 01:54:00 PM,16.511,30.444,,,
272,03/03/22 01:54:05 PM,16.534,30.217,,,
273,03/03/22 01:54:10 PM,16.534,29.640,,,
274,03/03/22 01:54:15 PM,16.534,29.090,,,
275,03/03/22 01:54:20 PM,16.534,28.617,,,
276,03/03/22 01:54:25 PM,16.534,28.196,,,
277,03/03/22 01:54:30 PM,16.534,27.801,,,
278,03/03/22 01:54:35 PM,16.534,27.431,,,
279,03/03/22 01:54:40 PM,16.534,27.038,,,
280,03/03/22 01:54:45 PM,16.511,26.720,,,
281,03/03/22 01:54:50 PM,16.511,26.378,,,
282,03/03/22 01:54:55 PM,16.511,26.085,,,
283,03/03/22 01:55:00 PM,16.511,25.793,,,
284,03/03/22 01:55:05 PM,16.511,25.525,,,
285,03/03/22 01:55:10 PM,16.511,25.258,,,
286,03/03/22 01:55:15 PM,16.511,24.992,,,
287,03/03/22 01:55:20 PM,16.534,24.726,,,
288,03/03/22 01:55:25 PM,16.534,24.412,,,
289,03/03/22 01:55:30 PM,16.534,24.146,,,
290,03/03/22 01:55:35 PM,16.534,23.905,,,
291,03/03/22 01:55:40 PM,16.534,23.665,,,
292,03/03/22 01:55:45 PM,16.511,23.424,,,
293,03/03/22 01:55:50 PM,16.511,23.184,,,
294,03/03/22 01:55:55 PM,16.511,22.944,,,
295,03/03/22 01:56:00 PM,16.487,22.753,,,
296,03/03/22 01:56:05 PM,16.487,22.561,,,
297,03/03/22 01:56:10 PM,16.487,22.369,,,
298,03/03/22 01:56:15 PM,16.463,22.202,,,
299,03/03/22 01:56:20 PM,16.463,22.011,,,
300,03/03/22 01:56:25 PM,16.463,21.843,,,
301,03/03/22 01:56:30 PM,16.463,21.652,,,
302,03/03/22 01:56:35 PM,16.439,21.485,,,
303,03/03/22 01:56:40 PM,16.439,21.318,,,
304,03/03/22 01:56:45 PM,16.439,21.151,,,
305,03/03/22 01:56:50 PM,16.415,21.032,,,
306,03/03/22 01:56:55 PM,16.415,20.889,,,
307,03/03/22 01:57:00 PM,16.392,20.746,,,
308,03/03/22 01:57:05 PM,16.392,20.650,,,
309,03/03/22 01:57:10 PM,16.392,20.531,,,
310,03/03/22 01:57:15 PM,16.392,20.388,,,
311,03/03/22 01:57:20 PM,16.392,20.293,,,
312,03/03/22 01:57:25 PM,16.392,20.198,,,
313,03/03/22 01:57:30 PM,16.392,20.079,,,
314,03/03/22 01:57:35 PM,16.392,19.984,,,
315,03/03/22 01:57:40 PM,16.392,19.865,,,
316,03/03/22 01:57:45 PM,16.392,19.770,,,
317,03/03/22 01:57:50 PM,16.392,19.674,,,
318,03/03/22 01:57:55 PM,16.392,19.579,,,
319,03/03/22 01:58:00 PM,16.392,19.484,,,
320,03/03/22 01:58:05 PM,16.415,19.389,,,
321,03/03/22 01:58:10 PM,16.415,19.318,,,
322,03/03/22 01:58:15 PM,16.415,19.222,,,
323,03/03/22 01:58:20 PM,16.415,19.151,,,
324,03/03/22 01:58:25 PM,16.415,19.056,,,
325,03/03/22 01:58:30 PM,16.439,18.985,,,
326,03/03/22 01:58:35 PM,16.439,18.913,,,
327,03/03/22 01:58:40 PM,16.439,18.842,,,
328,03/03/22 01:58:45 PM,16.439,18.747,,,
329,03/03/22 01:58:50 PM,16.463,18.675,,,
330,03/03/22 01:58:55 PM,16.463,18.604,,,
331,03/03/22 01:59:00 PM,16.463,18.557,,,
332,03/03/22 01:59:05 PM,16.463,18.485,,,
333,03/03/22 01:59:10 PM,16.463,18.414,,,
334,03/03/22 01:59:15 PM,16.463,18.366,,,
335,03/03/22 01:59:20 PM,16.463,18.295,,,
336,03/03/22 01:59:25 PM,16.487,18.247,,,
337,03/03/22 01:59:30 PM,16.487,18.176,,,
338,03/03/22 01:59:35 PM,16.487,18.129,,,
339,03/03/22 01:59:40 PM,16.487,18.081,,,
340,03/03/22 01:59:45 PM,16.511,18.033,,,
341,03/03/22 01:59:50 PM,16.511,17.986,,,
342,03/03/22 01:59:55 PM,16.511,17.915,,,
343,03/03/22 02:00:00 PM,16.534,17.891,,,
344,03/03/22 02:00:05 PM,16.534,17.843,,,
345,03/03/22 02:00:10 PM,16.534,17.796,,,
346,03/03/22 02:00:15 PM,16.558,17.724,,,
347,03/03/22 02:00:20 PM,16.558,17.701,,,
348,03/03/22 02:00:25 PM,16.582,17.653,,,
349,03/03/22 02:00:30 PM,16.582,17.605,,,
350,03/03/22 02:00:35 PM,16.606,17.558,,,
351,03/03/22 02:00:40 PM,16.606,17.510,,,
352,03/03/22 02:00:45 PM,16.606,17.463,,,
353,03/03/22 02:00:50 PM,16.606,17.439,,,
354,03/03/22 02:00:55 PM,16.606,17.415,,,
355,03/03/22 02:01:00 PM,16.606,17.344,,,
356,03/03/22 02:01:05 PM,16.606,17.320,,,
357,03/03/22 02:01:10 PM,16.630,17.296,,,
358,03/03/22 02:01:15 PM,16.630,17.272,,,
359,03/03/22 02:01:20 PM,16.630,17.225,,,
360,03/03/22 02:01:25 PM,16.630,17.201,,,
361,03/03/22 02:01:30 PM,16.630,17.177,,,
362,03/03/22 02:01:35 PM,16.654,17.153,,,
363,03/03/22 02:01:40 PM,16.654,17.130,,,
364,03/03/22 02:01:45 PM,16.654,17.106,,,
365,03/03/22 02:01:50 PM,16.630,17.058,,,
366,03/03/22 02:01:55 PM,16.630,17.034,,,
367,03/03/22 02:02:00 PM,16.630,17.011,,,
368,03/03/22 02:02:05 PM,16.630,16.987,,,
369,03/03/22 02:02:10 PM,16.654,16.963,,,
370,03/03/22 02:02:15 PM,16.654,16.939,,,
371,03/03/22 02:02:20 PM,16.654,16.915,,,
372,03/03/22 02:02:25 PM,16.654,16.892,,,
373,03/03/22 02:02:30 PM,16.654,16.868,,,
374,03/03/22 02:02:35 PM,16.654,16.844,,,
375,03/03/22 02:02:40 PM,16.654,16.844,,,
376,03/03/22 02:02:45 PM,16.654,16.820,,,
377,03/03/22 02:02:50 PM,16.654,16.796,,,
378,03/03/22 02:02:55 PM,16.654,16.773,,,
379,03/03/22 02:03:00 PM,16.654,16.749,,,
380,03/03/22 02:03:05 PM,16.654,16.749,,,
381,03/03/22 02:03:10 PM,16.677,16.725,,,
382,03/03/22 02:03:15 PM,16.677,16.701,,,
383,03/03/22 02:03:20 PM,16.677,16.677,,,
384,03/03/22 02:03:25 PM,16.677,16.654,,,
385,03/03/22 02:03:30 PM,16.677,16.654,,,
386,03/03/22 02:03:35 PM,16.677,16.630,,,
387,03/03/22 02:03:40 PM,16.677,16.606,,,
388,03/03/22 02:03:45 PM,16.677,16.582,,,
389,03/03/22 02:03:50 PM,16.677,16.558,,,
390,03/03/22 02:03:55 PM,16.677,16.558,,,
391,03/03/22 02:04:00 PM,16.677,16.558,,,
392,03/03/22 02:04:05 PM,16.677,16.534,,,
393,03/03/22 02:04:10 PM,16.677,16.534,,,
394,03/03/22 02:04:15 PM,16.701,16.511,,,
395,03/03/22 02:04:20 PM,16.701,16.511,,,
396,03/03/22 02:04:25 PM,16.677,16.487,,,
397,03/03/22 02:04:30 PM,16.677,16.463,,,
398,03/03/22 02:04:35 PM,16.677,16.463,,,
399,03/03/22 02:04:40 PM,16.677,16.439,,,
400,03/03/22 02:04:45 PM,16.677,16.415,,,
401,03/03/22 02:04:50 PM,16.677,16.415,,,
402,03/03/22 02:04:55 PM,16.677,16.392,,,
403,03/03/22 02:05:00 PM,16.677,16.368,,,
404,03/03/22 02:05:05 PM,16.654,16.368,,,
405,03/03/22 02:05:10 PM,16.654,16.368,,,
406,03/03/22 02:05:15 PM,16.654,16.368,,,
407,03/03/22 02:05:20 PM,16.654,16.368,,,
408,03/03/22 02:05:25 PM,16.654,16.344,,,
409,03/03/22 02:05:30 PM,16.654,16.320,,,
410,03/03/22 02:05:35 PM,16.630,16.320,,,
411,03/03/22 02:05:40 PM,16.630,16.320,,,
412,03/03/22 02:05:45 PM,16.630,16.296,,,
413,03/03/22 02:05:50 PM,16.630,16.296,,,
414,03/03/22 02:05:55 PM,16.630,16.272,,,
415,03/03/22 02:06:00 PM,16.606,16.272,,,
416,03/03/22 02:06:05 PM,16.606,16.272,,,
417,03/03/22 02:06:10 PM,16.630,16.249,,,
418,03/03/22 02:06:15 PM,16.606,16.249,,,
419,03/03/22 02:06:20 PM,16.606,16.225,,,
420,03/03/22 02:06:25 PM,16.582,16.225,,,
421,03/03/22 02:06:30 PM,16.582,16.225,,,
422,03/03/22 02:06:35 PM,16.582,16.201,,,
423,03/03/22 02:06:40 PM,16.558,16.177,,,
424,03/03/22 02:06:45 PM,16.558,16.177,,,
425,03/03/22 02:06:50 PM,16.558,16.177,,,
426,03/03/22 02:06:55 PM,16.558,16.177,,,
427,03/03/22 02:07:00 PM,16.558,16.153,,,
428,03/03/22 02:07:05 PM,16.558,16.153,,,
429,03/03/22 02:07:10 PM,16.558,16.129,,,
430,03/03/22 02:07:15 PM,16.558,16.129,,,
431,03/03/22 02:07:20 PM,16.558,16.129,,,
432,03/03/22 02:07:25 PM,16.558,16.129,,,
433,03/03/22 02:07:30 PM,16.558,16.106,,,
434,03/03/22 02:07:35 PM,16.534,16.106,,,
435,03/03/22 02:07:40 PM,16.534,16.106,,,
436,03/03/22 02:07:45 PM,16.534,16.082,,,
437,03/03/22 02:07:50 PM,16.534,16.082,,,
438,03/03/22 02:07:55 PM,16.534,16.082,,,
439,03/03/22 02:08:00 PM,16.558,16.082,,,
440,03/03/22 02:08:05 PM,16.558,16.082,,,
441,03/03/22 02:08:10 PM,16.558,16.082,,,
442,03/03/22 02:08:15 PM,16.558,16.082,,,
443,03/03/22 02:08:20 PM,16.558,16.058,,,
444,03/03/22 02:08:25 PM,16.534,16.058,,,
445,03/03/22 02:08:30 PM,16.534,16.058,,,
446,03/03/22 02:08:35 PM,16.534,16.058,,,
447,03/03/22 02:08:40 PM,16.558,16.058,,,
448,03/03/22 02:08:45 PM,16.558,16.058,,,
449,03/03/22 02:08:50 PM,16.558,16.058,,,
450,03/03/22 02:08:55 PM,16.558,16.058,,,
451,03/03/22 02:09:00 PM,16.582,16.034,,,
452,03/03/22 02:09:05 PM,16.582,16.058,,,
453,03/03/22 02:09:10 PM,16.582,16.034,,,
454,03/03/22 02:09:15 PM,16.582,16.034,,,
455,03/03/22 02:09:20 PM,16.606,16.034,,,
456,03/03/22 02:09:25 PM,16.606,16.034,,,
457,03/03/22 02:09:30 PM,16.606,16.034,,,
458,03/03/22 02:09:35 PM,16.606,16.034,,,
459,03/03/22 02:09:40 PM,16.606,16.034,,,
460,03/03/22 02:09:45 PM,16.606,16.010,,,
461,03/03/22 02:09:50 PM,16.606,16.010,,,
462,03/03/22 02:09:55 PM,16.630,16.010,,,
463,03/03/22 02:10:00 PM,16.606,16.010,,,
464,03/03/22 02:10:05 PM,16.630,16.010,,,
465,03/03/22 02:10:10 PM,16.606,16.010,,,
466,03/03/22 02:10:15 PM,16.630,16.010,,,
467,03/03/22 02:10:20 PM,16.630,16.010,,,
468,03/03/22 02:10:25 PM,16.654,16.010,,,
469,03/03/22 02:10:30 PM,16.654,16.010,,,
470,03/03/22 02:10:35 PM,16.677,16.010,,,
471,03/03/22 02:10:40 PM,16.677,16.010,,,
472,03/03/22 02:10:45 PM,16.677,16.010,,,
473,03/03/22 02:10:50 PM,16.701,16.010,,,
474,03/03/22 02:10:55 PM,16.701,15.986,,,
475,03/03/22 02:11:00 PM,16.725,15.986,,,
476,03/03/22 02:11:05 PM,16.725,15.986,,,
477,03/03/22 02:11:10 PM,16.725,15.986,,,
478,03/03/22 02:11:15 PM,16.749,15.986,,,
479,03/03/22 02:11:20 PM,16.773,15.986,,,
480,03/03/22 02:11:25 PM,16.796,15.986,,,
481,03/03/22 02:11:30 PM,16.820,15.986,,,
482,03/03/22 02:11:35 PM,16.820,15.986,,,
483,03/03/22 02:11:40 PM,16.820,15.986,,,
484,03/03/22 02:11:45 PM,16.820,15.986,,,
485,03/03/22 02:11:50 PM,16.820,15.986,,,
486,03/03/22 02:11:55 PM,16.820,15.986,,,
487,03/03/22 02:12:00 PM,16.796,15.986,,,
488,03/03/22 02:12:05 PM,16.796,15.986,,,
489,03/03/22 02:12:10 PM,16.796,15.986,,,
