"Plot Title: Experiment "
"#","Time, GMT-08:00","Temp, ¡ÆF","Temp, ¡ÆF","End Of File"
316,1/26/22 4:47:31 PM,83.467,82.842,
317,1/26/22 4:48:01 PM,83.467,82.886,
318,1/26/22 4:48:31 PM,83.422,82.931,
319,1/26/22 4:49:01 PM,83.333,82.842,
320,1/26/22 4:49:31 PM,83.199,82.842,
321,1/26/22 4:50:01 PM,83.199,82.842,
322,1/26/22 4:50:31 PM,83.333,82.797,
323,1/26/22 4:51:01 PM,83.333,82.753,
324,1/26/22 4:51:31 PM,83.288,82.931,
325,1/26/22 4:52:01 PM,83.333,82.886,
326,1/26/22 4:52:31 PM,83.243,82.842,
327,1/26/22 4:53:01 PM,83.288,82.931,
328,1/26/22 4:53:31 PM,83.333,82.976,
329,1/26/22 4:54:01 PM,83.288,83.065,
330,1/26/22 4:54:31 PM,83.288,83.199,
331,1/26/22 4:55:01 PM,83.243,83.154,
332,1/26/22 4:55:31 PM,83.154,83.154,
333,1/26/22 4:56:01 PM,83.243,83.109,
334,1/26/22 4:56:31 PM,83.377,83.020,
335,1/26/22 4:57:01 PM,83.422,82.976,
336,1/26/22 4:57:31 PM,83.377,82.976,
337,1/26/22 4:58:01 PM,83.288,82.931,
338,1/26/22 4:58:31 PM,83.199,82.931,
339,1/26/22 4:59:01 PM,83.288,82.931,
340,1/26/22 4:59:31 PM,83.333,82.931,
341,1/26/22 5:00:01 PM,83.377,82.931,
342,1/26/22 5:00:31 PM,83.333,83.020,
343,1/26/22 5:01:01 PM,83.288,82.976,
344,1/26/22 5:01:31 PM,83.243,82.931,
345,1/26/22 5:02:01 PM,83.288,82.886,
346,1/26/22 5:02:31 PM,83.377,82.886,
347,1/26/22 5:03:01 PM,83.377,82.886,
348,1/26/22 5:03:31 PM,83.377,82.976,
349,1/26/22 5:04:01 PM,83.288,82.886,
350,1/26/22 5:04:31 PM,83.243,82.797,
351,1/26/22 5:05:01 PM,83.333,82.797,
352,1/26/22 5:05:31 PM,83.377,82.842,
353,1/26/22 5:06:01 PM,83.422,82.886,
354,1/26/22 5:06:31 PM,83.422,82.931,
355,1/26/22 5:07:01 PM,83.333,82.931,
356,1/26/22 5:07:31 PM,83.288,82.931,
357,1/26/22 5:08:01 PM,83.333,82.886,
358,1/26/22 5:08:31 PM,83.467,82.842,
359,1/26/22 5:09:01 PM,83.422,82.931,
360,1/26/22 5:09:31 PM,83.422,82.931,
361,1/26/22 5:10:01 PM,83.288,82.931,
362,1/26/22 5:10:31 PM,83.243,82.931,
363,1/26/22 5:11:01 PM,83.333,82.886,
364,1/26/22 5:11:31 PM,83.422,82.842,
365,1/26/22 5:12:01 PM,83.422,82.886,
366,1/26/22 5:12:31 PM,83.422,82.842,
367,1/26/22 5:13:01 PM,83.333,82.842,
368,1/26/22 5:13:31 PM,83.288,82.842,
369,1/26/22 5:14:01 PM,83.377,82.797,
370,1/26/22 5:14:31 PM,83.422,82.753,
371,1/26/22 5:15:01 PM,83.422,82.753,
372,1/26/22 5:15:31 PM,83.333,82.708,
373,1/26/22 5:16:01 PM,83.288,82.664,
374,1/26/22 5:16:31 PM,83.243,82.619,
375,1/26/22 5:17:01 PM,83.288,82.664,
376,1/26/22 5:17:31 PM,83.377,82.664,
377,1/26/22 5:18:01 PM,83.377,82.708,
378,1/26/22 5:18:31 PM,83.377,82.886,
379,1/26/22 5:19:01 PM,83.333,82.976,
380,1/26/22 5:19:31 PM,83.243,82.931,
381,1/26/22 5:20:01 PM,83.243,83.020,
382,1/26/22 5:20:31 PM,83.288,82.976,
383,1/26/22 5:21:01 PM,83.333,82.976,
384,1/26/22 5:21:31 PM,83.288,83.109,
385,1/26/22 5:22:01 PM,83.199,83.020,
386,1/26/22 5:22:31 PM,83.154,83.020,
387,1/26/22 5:23:01 PM,83.288,82.931,
388,1/26/22 5:23:31 PM,83.422,82.931,
389,1/26/22 5:24:01 PM,83.511,82.931,
390,1/26/22 5:24:31 PM,83.467,82.976,
391,1/26/22 5:25:01 PM,83.377,82.931,
392,1/26/22 5:25:31 PM,83.333,82.886,
393,1/26/22 5:26:01 PM,83.467,82.842,
394,1/26/22 5:26:31 PM,83.467,82.842,
395,1/26/22 5:27:01 PM,83.511,82.842,
396,1/26/22 5:27:31 PM,83.467,82.931,
397,1/26/22 5:28:01 PM,83.467,82.886,
398,1/26/22 5:28:31 PM,83.377,82.842,
399,1/26/22 5:29:01 PM,83.377,82.842,
400,1/26/22 5:29:31 PM,83.511,82.797,
401,1/26/22 5:30:01 PM,83.467,82.797,
402,1/26/22 5:30:31 PM,83.467,82.931,
403,1/26/22 5:31:01 PM,83.333,82.931,
404,1/26/22 5:31:31 PM,83.199,82.931,
405,1/26/22 5:32:01 PM,83.288,82.931,
406,1/26/22 5:32:31 PM,83.288,83.065,
407,1/26/22 5:33:01 PM,83.333,83.109,
408,1/26/22 5:33:31 PM,83.333,83.154,
409,1/26/22 5:34:01 PM,83.288,83.199,
410,1/26/22 5:34:31 PM,83.243,83.154,
411,1/26/22 5:35:01 PM,83.333,83.065,
412,1/26/22 5:35:31 PM,83.467,83.020,
413,1/26/22 5:36:01 PM,83.511,83.020,
414,1/26/22 5:36:31 PM,83.467,83.065,
415,1/26/22 5:37:01 PM,83.422,83.065,
416,1/26/22 5:37:31 PM,83.333,82.976,
417,1/26/22 5:38:01 PM,83.422,82.976,
418,1/26/22 5:38:31 PM,83.511,82.931,
419,1/26/22 5:39:01 PM,83.511,82.886,
420,1/26/22 5:39:31 PM,83.511,82.886,
421,1/26/22 5:40:01 PM,83.377,82.842,
422,1/26/22 5:40:31 PM,83.377,82.886,
423,1/26/22 5:41:01 PM,83.422,82.842,
424,1/26/22 5:41:31 PM,83.511,82.886,
425,1/26/22 5:42:01 PM,83.467,82.931,
426,1/26/22 5:42:31 PM,83.467,82.931,
427,1/26/22 5:43:01 PM,83.333,83.065,
428,1/26/22 5:43:31 PM,83.243,82.976,
429,1/26/22 5:44:01 PM,83.333,82.842,
430,1/26/22 5:44:31 PM,83.377,82.842,
431,1/26/22 5:45:01 PM,83.422,82.842,
432,1/26/22 5:45:31 PM,83.377,82.931,
433,1/26/22 5:46:01 PM,83.288,82.886,
434,1/26/22 5:46:31 PM,83.199,82.842,
435,1/26/22 5:47:01 PM,83.333,82.842,
436,1/26/22 5:47:31 PM,83.422,82.842,
437,1/26/22 5:48:01 PM,83.422,82.842,
438,1/26/22 5:48:31 PM,83.377,82.886,
439,1/26/22 5:49:01 PM,83.333,82.931,
440,1/26/22 5:49:31 PM,83.199,82.842,
441,1/26/22 5:50:01 PM,83.333,82.842,
442,1/26/22 5:50:31 PM,83.377,82.842,
443,1/26/22 5:51:01 PM,83.422,82.886,
444,1/26/22 5:51:31 PM,83.467,82.931,
445,1/26/22 5:52:01 PM,83.377,82.886,
446,1/26/22 5:52:31 PM,83.288,82.842,
447,1/26/22 5:53:01 PM,83.333,82.842,
448,1/26/22 5:53:31 PM,83.377,82.842,
449,1/26/22 5:54:01 PM,83.377,82.797,
450,1/26/22 5:54:31 PM,83.422,82.931,
451,1/26/22 5:55:01 PM,83.333,83.020,
452,1/26/22 5:55:31 PM,83.199,82.976,
453,1/26/22 5:56:01 PM,83.333,82.976,
454,1/26/22 5:56:31 PM,83.422,82.886,
455,1/26/22 5:57:01 PM,83.377,82.976,
456,1/26/22 5:57:31 PM,83.377,83.020,
457,1/26/22 5:58:01 PM,83.243,82.976,
458,1/26/22 5:58:31 PM,83.199,82.976,
459,1/26/22 5:59:01 PM,83.288,83.020,
460,1/26/22 5:59:31 PM,83.422,83.020,
461,1/26/22 6:00:01 PM,83.422,83.065,
462,1/26/22 6:00:31 PM,83.377,83.199,
463,1/26/22 6:01:01 PM,83.288,83.199,
464,1/26/22 6:01:31 PM,83.243,83.109,
465,1/26/22 6:02:01 PM,83.333,83.065,
466,1/26/22 6:02:31 PM,83.377,82.976,
467,1/26/22 6:03:01 PM,83.422,82.931,
468,1/26/22 6:03:31 PM,83.422,82.886,
469,1/26/22 6:04:01 PM,83.243,82.976,
470,1/26/22 6:04:31 PM,83.109,82.976,
471,1/26/22 6:05:01 PM,83.154,82.976,
472,1/26/22 6:05:31 PM,83.199,82.931,
473,1/26/22 6:06:01 PM,83.243,82.886,
474,1/26/22 6:06:31 PM,83.288,82.931,
475,1/26/22 6:07:01 PM,83.288,82.842,
476,1/26/22 6:07:31 PM,83.243,82.753,
477,1/26/22 6:08:01 PM,83.377,82.753,
478,1/26/22 6:08:31 PM,83.467,82.753,
479,1/26/22 6:09:01 PM,83.422,82.797,
480,1/26/22 6:09:31 PM,83.377,82.886,
481,1/26/22 6:10:01 PM,83.288,82.886,
482,1/26/22 6:10:31 PM,83.288,82.842,
483,1/26/22 6:11:01 PM,83.333,82.797,
484,1/26/22 6:11:31 PM,83.377,82.797,
485,1/26/22 6:12:01 PM,83.422,82.797,
486,1/26/22 6:12:31 PM,83.333,82.753,
487,1/26/22 6:13:01 PM,83.288,82.753,
488,1/26/22 6:13:31 PM,83.199,82.708,
489,1/26/22 6:14:01 PM,83.243,82.575,
490,1/26/22 6:14:31 PM,83.333,82.619,
491,1/26/22 6:15:01 PM,83.333,82.753,
492,1/26/22 6:15:31 PM,83.333,82.842,
493,1/26/22 6:16:01 PM,83.243,82.842,
494,1/26/22 6:16:31 PM,83.154,82.797,
495,1/26/22 6:17:01 PM,83.243,82.886,
496,1/26/22 6:17:31 PM,83.377,82.842,
497,1/26/22 6:18:01 PM,83.333,82.931,
498,1/26/22 6:18:31 PM,83.377,82.886,
499,1/26/22 6:19:01 PM,83.288,82.886,
500,1/26/22 6:19:31 PM,83.199,82.886,
501,1/26/22 6:20:01 PM,83.243,82.797,
502,1/26/22 6:20:31 PM,83.333,82.797,
503,1/26/22 6:21:01 PM,83.422,82.842,
504,1/26/22 6:21:31 PM,83.377,82.886,
505,1/26/22 6:22:01 PM,83.333,82.976,
506,1/26/22 6:22:31 PM,83.333,83.065,
507,1/26/22 6:23:01 PM,83.422,82.931,
508,1/26/22 6:23:31 PM,83.422,82.886,
509,1/26/22 6:24:01 PM,83.422,82.842,
510,1/26/22 6:24:31 PM,83.377,82.886,
511,1/26/22 6:25:01 PM,83.288,82.797,
512,1/26/22 6:25:31 PM,83.288,82.797,
513,1/26/22 6:26:01 PM,83.288,82.797,
514,1/26/22 6:26:31 PM,83.377,82.797,
515,1/26/22 6:27:01 PM,83.377,82.753,
516,1/26/22 6:27:31 PM,83.422,82.842,
517,1/26/22 6:28:01 PM,83.288,82.886,
518,1/26/22 6:28:31 PM,83.199,82.842,
519,1/26/22 6:29:01 PM,83.243,82.797,
520,1/26/22 6:29:31 PM,83.377,82.708,
521,1/26/22 6:30:01 PM,83.377,82.708,
522,1/26/22 6:30:31 PM,83.333,82.842,
523,1/26/22 6:31:01 PM,83.243,82.886,
524,1/26/22 6:31:31 PM,83.109,82.976,
525,1/26/22 6:32:01 PM,83.154,82.886,
526,1/26/22 6:32:31 PM,83.288,82.886,
527,1/26/22 6:33:01 PM,83.377,82.842,
528,1/26/22 6:33:31 PM,83.377,82.886,
529,1/26/22 6:34:01 PM,83.377,82.931,
530,1/26/22 6:34:31 PM,83.288,82.931,
531,1/26/22 6:35:01 PM,83.377,82.976,
532,1/26/22 6:35:31 PM,83.422,82.886,
533,1/26/22 6:36:01 PM,83.422,82.842,
534,1/26/22 6:36:31 PM,83.467,82.886,
